"","original","person","timeStamp","comment"
"11","Devin Nunes: (07:46) I thank the gentleman. It’s unfortunate that today and for most of next week we will continue engaging in the Democrats daylong TV spectacles instead of solving the problems we were all sent to Washington to address. We now have a major trade agreement with Canada and Mexico ready for approval, a deal that would create jobs and boost our economy. Meanwhile, we have not yet approved funding for the government which expires next week along with funding for our men and women in uniform. Instead the Democrats have convened us once again to advance their operation to topple a duly elected president. I will note that five, five, Democrats on this committee had already voted to impeach this President before the Trump-Zelensky phone call occurred.","Devin Nunes","07:46","I thank the gentleman. It’s unfortunate that today and for most of next week we will continue engaging in the Democrats daylong TV spectacles instead of solving the problems we were all sent to Washington to address. We now have a major trade agreement with Canada and Mexico ready for approval, a deal that would create jobs and boost our economy. Meanwhile, we have not yet approved funding for the government which expires next week along with funding for our men and women in uniform. Instead the Democrats have convened us once again to advance their operation to topple a duly elected president. I will note that five, five, Democrats on this committee had already voted to impeach this President before the Trump-Zelensky phone call occurred."
"12","Devin Nunes: (08:44) In fact, Democrats have been vowing to oust President Trump since the day he was elected. So Americans can rightly suspect that his phone call with President Zelensky was used as an excuse for the Democrats to fulfill their Watergate fantasies. But I’m glad that on Wednesday after the Democrats staged six weeks of secret depositions in the basement of the capital like some kind of strange cult, the American people finally got to see this farce for themselves. They saw us sit through hours of hearsay testimony about conversations that two diplomats who had never spoken to the president heard second hand, third hand and forth hand from other people. In other words rumors. The problem of trying to overthrow a president based on this type of evidence is obvious, but that’s what their whole case relies on beginning with second hand and third hand information cited by the whistleblower.","Devin Nunes","08:44","In fact, Democrats have been vowing to oust President Trump since the day he was elected. So Americans can rightly suspect that his phone call with President Zelensky was used as an excuse for the Democrats to fulfill their Watergate fantasies. But I’m glad that on Wednesday after the Democrats staged six weeks of secret depositions in the basement of the capital like some kind of strange cult, the American people finally got to see this farce for themselves. They saw us sit through hours of hearsay testimony about conversations that two diplomats who had never spoken to the president heard second hand, third hand and forth hand from other people. In other words rumors. The problem of trying to overthrow a president based on this type of evidence is obvious, but that’s what their whole case relies on beginning with second hand and third hand information cited by the whistleblower."
"13","Devin Nunes: (09:51) That’s why on Wednesday the Democrats were forced to make the absurd argument that hearsay can be much better evidence than direct evidence. And just when you thought the spectacle couldn’t get more bizarre, committee Republicans received a memo from the Democrats threatening ethics referrals if we out the whistleblower. As the Democrats are well aware, no Republicans here know the whistleblower’s identity because the whistleblower only met with Democrats, not with Republicans. The chairmanship claimed not to know who it is yet he also vowed to block us from asking questions that could reveal his or her identity. Republicans on this committee are left wondering how it is even possible for the chairman to block questions about a person whose identity he claims not to know.","Devin Nunes","09:51","That’s why on Wednesday the Democrats were forced to make the absurd argument that hearsay can be much better evidence than direct evidence. And just when you thought the spectacle couldn’t get more bizarre, committee Republicans received a memo from the Democrats threatening ethics referrals if we out the whistleblower. As the Democrats are well aware, no Republicans here know the whistleblower’s identity because the whistleblower only met with Democrats, not with Republicans. The chairmanship claimed not to know who it is yet he also vowed to block us from asking questions that could reveal his or her identity. Republicans on this committee are left wondering how it is even possible for the chairman to block questions about a person whose identity he claims not to know."
"14","Devin Nunes: (10:50) The American people may be seeing these absurdities for the first time but Republicans on this dais are used to them. Until they secretly met with a whistleblower, Democrats showed little interest for the last three years in any topic aside from the ridiculous conspiracy theories that President Trump is a Russian agent. When you find yourself on the phone like the Democrats did with the Russian pranksters offering you nude pictures of Trump and afterward you order your staff to follow up and get the photos as the Democrats also did, then it might be time to ask yourself if you have gone out too far on a limb. Even as they were accusing Republicans of colluding with Russians, the Democrats themselves were colluding with the Russians by funding the Steele dossier which was based on Russian and Ukrainian sources.","Devin Nunes","10:50","The American people may be seeing these absurdities for the first time but Republicans on this dais are used to them. Until they secretly met with a whistleblower, Democrats showed little interest for the last three years in any topic aside from the ridiculous conspiracy theories that President Trump is a Russian agent. When you find yourself on the phone like the Democrats did with the Russian pranksters offering you nude pictures of Trump and afterward you order your staff to follow up and get the photos as the Democrats also did, then it might be time to ask yourself if you have gone out too far on a limb. Even as they were accusing Republicans of colluding with Russians, the Democrats themselves were colluding with the Russians by funding the Steele dossier which was based on Russian and Ukrainian sources."
"15","Devin Nunes: (11:45) Meanwhile, they turn a blind eye to Ukrainians meddling in our elections because the Democrats were cooperating with that operation. This was the subject of a July 20th, 2017 letter, sent by Senator Grassley to then Deputy Attorney General, Rod Rosenstein. The letter raised concerns about the activities of Alexandra Chalupa, a contractor for the Democratic National Committee who worked with Ukrainian Embassy officials to spread dirt on the Trump campaign.","Devin Nunes","11:45","Meanwhile, they turn a blind eye to Ukrainians meddling in our elections because the Democrats were cooperating with that operation. This was the subject of a July 20th, 2017 letter, sent by Senator Grassley to then Deputy Attorney General, Rod Rosenstein. The letter raised concerns about the activities of Alexandra Chalupa, a contractor for the Democratic National Committee who worked with Ukrainian Embassy officials to spread dirt on the Trump campaign."
"16","Devin Nunes: (12:20) As Senator Grassley wrote, Chalupa’s action… “Chalupa’s actions appear to show that she was simultaneously working on behalf of a foreign government, Ukraine, and on behalf of the DNC and the Clinton campaign in an effort to influence not only the US voting population, but US government officials”. After touting the Steele dossier and defending the FBI’s Russia investigation which are now being investigated by Inspector General Horowitz and Attorney General Barr, Democrats on this committee ignore Ukrainian election meddling even though Chalupa publicly admitted to the Democrats scheme.","Devin Nunes","12:20","As Senator Grassley wrote, Chalupa’s action… “Chalupa’s actions appear to show that she was simultaneously working on behalf of a foreign government, Ukraine, and on behalf of the DNC and the Clinton campaign in an effort to influence not only the US voting population, but US government officials”. After touting the Steele dossier and defending the FBI’s Russia investigation which are now being investigated by Inspector General Horowitz and Attorney General Barr, Democrats on this committee ignore Ukrainian election meddling even though Chalupa publicly admitted to the Democrats scheme."
"17","Devin Nunes: (13:03) Likewise, they are blind to the blaring signs of corruption surrounding Hunter Biden’s well-paid position on the board of a corrupt Ukrainian company while his father served as vice president and point man for Ukraine issues in the Obama administration. But the Democrats media hacks only cared about that issue briefly when they were trying to stop Joe Biden from running against Hillary Clinton in 2015. As I previously stated, these hearings should not be occurring at all until we get the answers to three crucial questions the Democrats refused to ask.","Devin Nunes","13:03","Likewise, they are blind to the blaring signs of corruption surrounding Hunter Biden’s well-paid position on the board of a corrupt Ukrainian company while his father served as vice president and point man for Ukraine issues in the Obama administration. But the Democrats media hacks only cared about that issue briefly when they were trying to stop Joe Biden from running against Hillary Clinton in 2015. As I previously stated, these hearings should not be occurring at all until we get the answers to three crucial questions the Democrats refused to ask."
"18","Devin Nunes: (13:43) First, what is the full extent of the Democrats prior coordination with the whistleblower and who else did the whistleblower coordinate this effort with? Second, what is the full extent of Ukraine’s election meddling against the Trump campaign? And third, why did Burisma hire Hunter Biden, what did he do for them and did his position affect any government actions under the Obama administration? I will note that house Democrats vowed they would not put the American people through a wrenching impeachment process without bipartisan support and they have none. Add that to their ever-growing list of broken promises and destructive deceptions.","Devin Nunes","13:43","First, what is the full extent of the Democrats prior coordination with the whistleblower and who else did the whistleblower coordinate this effort with? Second, what is the full extent of Ukraine’s election meddling against the Trump campaign? And third, why did Burisma hire Hunter Biden, what did he do for them and did his position affect any government actions under the Obama administration? I will note that house Democrats vowed they would not put the American people through a wrenching impeachment process without bipartisan support and they have none. Add that to their ever-growing list of broken promises and destructive deceptions."
"19","Devin Nunes: (14:30) In closing, Mr. Chair, the president of the United States released his transcript right before the hearing began. I think it is important that I read this into the record so that there is no confusion over this first phone call that occurred on April 21st, with president-elect, Zelensky, and I would like to read it. The president, I would like to congratulate you on a job well done and congratulations on a fantastic election. Zelensky, good to hear from you. Thank you so very much. It is nice to hear from you and I appreciate the congratulations. The president, that was an incredible election. Zelensky, again, thank you so very much. As you can see, we tried very hard to do our best. We had you as a great example. The president, I think you will do a great job.","Devin Nunes","14:30","In closing, Mr. Chair, the president of the United States released his transcript right before the hearing began. I think it is important that I read this into the record so that there is no confusion over this first phone call that occurred on April 21st, with president-elect, Zelensky, and I would like to read it. The president, I would like to congratulate you on a job well done and congratulations on a fantastic election. Zelensky, good to hear from you. Thank you so very much. It is nice to hear from you and I appreciate the congratulations. The president, that was an incredible election. Zelensky, again, thank you so very much. As you can see, we tried very hard to do our best. We had you as a great example. The president, I think you will do a great job."
"20","Devin Nunes: (15:27) I have many friends in Ukraine who know you and like you. I have many friends from Ukraine and frankly, expected you to win and it’s really an amazing thing that you have done. I guess in a way I did something similar. We are making tremendous progress in the US. We have the most tremendous economy ever. I just wanted to congratulate you. I have no doubt you will be a fantastic president. Zelensky, first of all, thank you so very much again, for the congratulations. We in the Ukraine are an independent country, an independent Ukraine. We are going to do everything for the people. You are, as I said, a great example. We are hoping we can expand on our jobs as you did. You will also be a great example for many. You are a great example for our new managers. I would also like to invite you if possible, to the inauguration. I know how busy you are but if it’s possible for you to come to the inauguration ceremony, that would be great.","Devin Nunes","15:27","I have many friends in Ukraine who know you and like you. I have many friends from Ukraine and frankly, expected you to win and it’s really an amazing thing that you have done. I guess in a way I did something similar. We are making tremendous progress in the US. We have the most tremendous economy ever. I just wanted to congratulate you. I have no doubt you will be a fantastic president. Zelensky, first of all, thank you so very much again, for the congratulations. We in the Ukraine are an independent country, an independent Ukraine. We are going to do everything for the people. You are, as I said, a great example. We are hoping we can expand on our jobs as you did. You will also be a great example for many. You are a great example for our new managers. I would also like to invite you if possible, to the inauguration. I know how busy you are but if it’s possible for you to come to the inauguration ceremony, that would be great."
"21","Devin Nunes: (16:28) Great for you to do to be with us on that day. The president, that’s very nice. I will look into that and give us a date. At the very minimum we will have a great representative or more from the United States will be with you on that great day. So we will have somebody at a minimum a very, very high level and will be with you. Really an incredible day for an incredible achievement. Zelensky, again, thank you. We are looking forward to your visit to the visit of a high-level delegation, but there is no words that can describe our wonderful country, how nice, warm and friendly our people are, how tasty and delicious our food is and how wonderful Ukraine is. Words cannot describe our country so it would be best for you to see it yourself. So if you can come, that would be great. So again, I invite you to come.","Devin Nunes","16:28","Great for you to do to be with us on that day. The president, that’s very nice. I will look into that and give us a date. At the very minimum we will have a great representative or more from the United States will be with you on that great day. So we will have somebody at a minimum a very, very high level and will be with you. Really an incredible day for an incredible achievement. Zelensky, again, thank you. We are looking forward to your visit to the visit of a high-level delegation, but there is no words that can describe our wonderful country, how nice, warm and friendly our people are, how tasty and delicious our food is and how wonderful Ukraine is. Words cannot describe our country so it would be best for you to see it yourself. So if you can come, that would be great. So again, I invite you to come."
"22","Devin Nunes: (17:18) The president, well, I agree with you about your country and I look forward to it. When I owned Miss Universe, they always had great people. Ukraine always very well represented. It was always very well represented. When you are settled in and ready, I would like to invite you to the White House. We will have a lot of things to talk about but we are with you all of the way. Zelensky, thank you for the invitation. We accept the invitation and look forward to the visit. Thank you again. The whole team and I are looking forward to the visit. Thank you for the congratulations and I think it will still be great if you can come and be with us on this important day. The results are incredible. They are very impressive for us. So it will be absolutely fantastic if you could come on that day.","Devin Nunes","17:18","The president, well, I agree with you about your country and I look forward to it. When I owned Miss Universe, they always had great people. Ukraine always very well represented. It was always very well represented. When you are settled in and ready, I would like to invite you to the White House. We will have a lot of things to talk about but we are with you all of the way. Zelensky, thank you for the invitation. We accept the invitation and look forward to the visit. Thank you again. The whole team and I are looking forward to the visit. Thank you for the congratulations and I think it will still be great if you can come and be with us on this important day. The results are incredible. They are very impressive for us. So it will be absolutely fantastic if you could come on that day."
"23","Devin Nunes: (18:04) The president, very good. We will let you know very soon and we will see you very, very soon regardless. Congratulations and please say hello to the Ukrainian people and your family. Let them know I send my best regards. Well, thank you… Zelensky, well, thank you. You have a safe flight and see you soon. President, take care of yourself and give a great speech today. You take care of yourself and I will see you soon. Zelensky, thank you very much. It is difficult for me but I will practice English and I will meet in English. Thank you very much. The president laughing, all that’s beautiful to hear. That’s really good. I could not do it in your language. I’m very impressed. Thank you so much. Zelensky, thank you so much. The president, good day, good luck. I’m glad I was able to read that into the record so that now the American people know the very first call that President Trump had with President Zelensky. And with that, I yield back the balance of my time.","Devin Nunes","18:04","The president, very good. We will let you know very soon and we will see you very, very soon regardless. Congratulations and please say hello to the Ukrainian people and your family. Let them know I send my best regards. Well, thank you… Zelensky, well, thank you. You have a safe flight and see you soon. President, take care of yourself and give a great speech today. You take care of yourself and I will see you soon. Zelensky, thank you very much. It is difficult for me but I will practice English and I will meet in English. Thank you very much. The president laughing, all that’s beautiful to hear. That’s really good. I could not do it in your language. I’m very impressed. Thank you so much. Zelensky, thank you so much. The president, good day, good luck. I’m glad I was able to read that into the record so that now the American people know the very first call that President Trump had with President Zelensky. And with that, I yield back the balance of my time."
"24","Ms. Stefanik: (19:03) Mr. Chairman, I have a parliamentary inquiry.","Ms. Stefanik","19:03","Mr. Chairman, I have a parliamentary inquiry."
"25","Adam Schiff: (19:06) The gentlewoman is not recognized. I do want to comment and allow-","Adam Schiff","19:06","The gentlewoman is not recognized. I do want to comment and allow-"
"26","Ms. Stefanik: (19:11) Mr. Chairman, I have a point of order under H-Res 660.","Ms. Stefanik","19:11","Mr. Chairman, I have a point of order under H-Res 660."
"27","Adam Schiff: (19:14) The gentlewoman will state her point of order.","Adam Schiff","19:14","The gentlewoman will state her point of order."
"28","Ms. Stefanik: (19:16) The point of order is will the chairman continue to prohibit witnesses from answering Republican questions as you’ve done in closed hearings and as you did this week when you interrupted our questions?","Ms. Stefanik","19:16","The point of order is will the chairman continue to prohibit witnesses from answering Republican questions as you’ve done in closed hearings and as you did this week when you interrupted our questions?"
"29","Adam Schiff: (19:26) The gentlewoman will suspend. That is not a proper point of order. The gentlewoman will suspend. I do-","Adam Schiff","19:26","The gentlewoman will suspend. That is not a proper point of order. The gentlewoman will suspend. I do-"
"30","Mr. Conaway: (19:29) Mr. Speaker, I have a… Mr. Chairman, I have a-","Mr. Conaway","19:29","Mr. Speaker, I have a… Mr. Chairman, I have a-"
"31","Adam Schiff: (19:31) The gentleman is not recognized.","Adam Schiff","19:31","The gentleman is not recognized."
"32","Mr. Jordan: (19:32) Mr. Chairman, I have a point of order.","Mr. Jordan","19:32","Mr. Chairman, I have a point of order."
"33","Adam Schiff: (19:37) The gentleman is not recognized.","Adam Schiff","19:37","The gentleman is not recognized."
"34","Mr. Jordan: (19:40) I have a point of order though.","Mr. Jordan","19:40","I have a point of order though."
"35","Adam Schiff: (19:43) The gentleman is not recognized. I do want to respond. I allow the ranking member to-","Adam Schiff","19:43","The gentleman is not recognized. I do want to respond. I allow the ranking member to-"
"36","Mr. Jordan: (19:46) I have a point of order.","Mr. Jordan","19:46","I have a point of order."
"37","Adam Schiff: (19:46) The gentleman is not recognized. I allow-","Adam Schiff","19:46","The gentleman is not recognized. I allow-"
"38","Mr. Jordan: (19:46) Mr. Chairman, there are four transcripts-","Mr. Jordan","19:46","Mr. Chairman, there are four transcripts-"
"39","Adam Schiff: (19:46) The gentleman-","Adam Schiff","19:46","The gentleman-"
"40","Mr. Jordan: (19:46) That have not been released.","Mr. Jordan","19:46","That have not been released."
"41","Adam Schiff: (19:46) The gentleman is not recognized.","Adam Schiff","19:46","The gentleman is not recognized."
"42","Mr. Jordan: (19:46) Holy cow.","Mr. Jordan","19:46","Holy cow."
"43","Adam Schiff: (19:47) The ranking member was allowed to exceed the opening statement and I was happy to allow him to do so. I do want to respond to the call record. First of all, I’m grateful the president has released the call record. I would now ask the president to release the thousands of other records that he has instructed the State Department not to release, including Ambassador Taylor’s notes, including Ambassador Taylors cable, including George Kent’s memo, including documents from the Office of Management and Budget about why the military aide was withheld, including-","Adam Schiff","19:47","The ranking member was allowed to exceed the opening statement and I was happy to allow him to do so. I do want to respond to the call record. First of all, I’m grateful the president has released the call record. I would now ask the president to release the thousands of other records that he has instructed the State Department not to release, including Ambassador Taylor’s notes, including Ambassador Taylors cable, including George Kent’s memo, including documents from the Office of Management and Budget about why the military aide was withheld, including-"
"44","Mr. Jordan: (20:18) Mr. Chairman, I want you to release the four transcripts of depositions-","Mr. Jordan","20:18","Mr. Chairman, I want you to release the four transcripts of depositions-"
"45","Adam Schiff: (20:22) The gentleman is not recognized. The gentleman will suspend.","Adam Schiff","20:22","The gentleman is not recognized. The gentleman will suspend."
"46","Mr. Jordan: (20:23) That’s my point of order.","Mr. Jordan","20:23","That’s my point of order."
"47","Adam Schiff: (20:24) The gentleman will suspend.","Adam Schiff","20:24","The gentleman will suspend."
"48","Mr. Jordan: (20:27) Geez.","Mr. Jordan","20:27","Geez."
"49","Adam Schiff: (20:27) We would ask the president to stop obstructing the impeachment inquiry. And while we are grateful he has released a single document, he has nonetheless obstructed witnesses and their testimony and the production of thousands and thousands of other records. And finally, I would say this, Mr. President, I hope you will explain to the country today why it was after this call and while the Vice President was making plans to attend the inauguration and you instructed the Vice President not to attend Zelensky’s inauguration.","Adam Schiff","20:27","We would ask the president to stop obstructing the impeachment inquiry. And while we are grateful he has released a single document, he has nonetheless obstructed witnesses and their testimony and the production of thousands and thousands of other records. And finally, I would say this, Mr. President, I hope you will explain to the country today why it was after this call and while the Vice President was making plans to attend the inauguration and you instructed the Vice President not to attend Zelensky’s inauguration."
"50","Ms. Stefanik: (20:57) Mr. Chairman, I have a point of order.","Ms. Stefanik","20:57","Mr. Chairman, I have a point of order."
"51","Adam Schiff: (20:57) Today-","Adam Schiff","20:57","Today-"
"52","Ms. Stefanik: (21:00) Mr. Chairman, I have a point of order under H-Res 660.","Ms. Stefanik","21:00","Mr. Chairman, I have a point of order under H-Res 660."
"53","Adam Schiff: (21:02) The gentlewoman is not recognized.","Adam Schiff","21:02","The gentlewoman is not recognized."
"54","Ms. Stefanik: (21:03) So we know clearly you’re going to interrupt us throughout this hearing.","Ms. Stefanik","21:03","So we know clearly you’re going to interrupt us throughout this hearing."
"55","Adam Schiff: (21:06) The gentlewoman is not recognized.","Adam Schiff","21:06","The gentlewoman is not recognized."
"56","Mr. Conaway: (21:07) Mr. Chairman, I have a unanimous dissent request.","Mr. Conaway","21:07","Mr. Chairman, I have a unanimous dissent request."
"57","Adam Schiff: (21:09) Today… no.","Adam Schiff","21:09","Today… no."
"58","Mr. Conaway: (21:10) Mr. Chairman, I have a unanimous dissent request.","Mr. Conaway","21:10","Mr. Chairman, I have a unanimous dissent request."
