"","original","person","timeStamp","comment"
"12","Sondland: (08:58) Fourth, as I testified previously, Mr. Giuliani’s requests were a quid pro quo for arranging a White House visit for President Zelensky. Mr. Giuliani demanded that Ukraine make a public statement announcing the investigations of the 2016 election, DNC server and Burisma. Mr. Giuliani was expressing the desires of the President of the United States and we knew these investigations were important to the president.","Sondland","08:58","Fourth, as I testified previously, Mr. Giuliani’s requests were a quid pro quo for arranging a White House visit for President Zelensky. Mr. Giuliani demanded that Ukraine make a public statement announcing the investigations of the 2016 election, DNC server and Burisma. Mr. Giuliani was expressing the desires of the President of the United States and we knew these investigations were important to the president."
"13","Sondland: (09:37) Fifth, in July and August of 2019, we learned that the White House had also suspended security aid to Ukraine. I was adamantly opposed to any suspension of aid. I was adamantly opposed to any suspension of aid as the Ukrainians needed those funds to fight against Russian aggression. I tried diligently to ask why the aid was suspended, but I never received a clear answer. Still haven’t to this day. In the absence of any credible explanation for the suspension of aid, I later came to believe that the resumption of security aid would not occur until there was a public statement from Ukraine committing to the investigations of the 2016 elections and Burisma as Mr. Giuliani had demanded. I shared concerns of the potential quid pro quo regarding the security aid with Senator Ron Johnson and I also shared my concerns with the Ukrainians.","Sondland","09:37","Fifth, in July and August of 2019, we learned that the White House had also suspended security aid to Ukraine. I was adamantly opposed to any suspension of aid. I was adamantly opposed to any suspension of aid as the Ukrainians needed those funds to fight against Russian aggression. I tried diligently to ask why the aid was suspended, but I never received a clear answer. Still haven’t to this day. In the absence of any credible explanation for the suspension of aid, I later came to believe that the resumption of security aid would not occur until there was a public statement from Ukraine committing to the investigations of the 2016 elections and Burisma as Mr. Giuliani had demanded. I shared concerns of the potential quid pro quo regarding the security aid with Senator Ron Johnson and I also shared my concerns with the Ukrainians."
"14","Sondland: (10:51) Finally, at all times, I was acting in good faith. I was acting in good faith. As a presidential appointee, I followed the directions of the president. We worked with Mr. Giuliani because the president directed us to do so. We had no desire to set any conditions. We had no desire to set any conditions on the Ukrainians. Indeed, my own personal view, which I shared repeatedly with others, was that the White House and security assistance should have proceeded without preconditions of any kind. We were working to overcome the problems given the facts as they existed. Our only interest, and my only interest, was to advance longstanding US policy and to support Ukraine’s fragile democracy.","Sondland","10:51","Finally, at all times, I was acting in good faith. I was acting in good faith. As a presidential appointee, I followed the directions of the president. We worked with Mr. Giuliani because the president directed us to do so. We had no desire to set any conditions. We had no desire to set any conditions on the Ukrainians. Indeed, my own personal view, which I shared repeatedly with others, was that the White House and security assistance should have proceeded without preconditions of any kind. We were working to overcome the problems given the facts as they existed. Our only interest, and my only interest, was to advance longstanding US policy and to support Ukraine’s fragile democracy."
"15","Sondland: (11:54) Now let me provide additional details specifically about Ukraine and my involvement. First, my very first days as ambassador to the EU, which was starting back in July of 2018, Ukraine has featured prominently in my broader portfolio. Ukraine’s political and economic development are critical to the long standing and long lasting stability of Europe. Moreover, the conflict in eastern Ukraine and Crimea remains one of the most significant security crisis for Europe and the United States. Our efforts to counterbalance an aggressive Russia depend in substantial part on a strong Ukraine.","Sondland","11:54","Now let me provide additional details specifically about Ukraine and my involvement. First, my very first days as ambassador to the EU, which was starting back in July of 2018, Ukraine has featured prominently in my broader portfolio. Ukraine’s political and economic development are critical to the long standing and long lasting stability of Europe. Moreover, the conflict in eastern Ukraine and Crimea remains one of the most significant security crisis for Europe and the United States. Our efforts to counterbalance an aggressive Russia depend in substantial part on a strong Ukraine."
"16","Sondland: (12:46) On April 21st, 2019, Volodymyr Zelensky was elected president of Ukraine in an historic election. With the expressed support of Secretary Pompeo, I attended President Zelensky’s inauguration on May 20th as part of the US delegation, which was led by Energy Secretary Rick Perry. The US delegation also included Senator Johnson, Ukraine special envoy Volker and Lieutenant Colonel Alex Vindman of the National Security Council.","Sondland","12:46","On April 21st, 2019, Volodymyr Zelensky was elected president of Ukraine in an historic election. With the expressed support of Secretary Pompeo, I attended President Zelensky’s inauguration on May 20th as part of the US delegation, which was led by Energy Secretary Rick Perry. The US delegation also included Senator Johnson, Ukraine special envoy Volker and Lieutenant Colonel Alex Vindman of the National Security Council."
"17","Sondland: (13:24) My attendance at President Zelensky’s inauguration was not my first involvement with Ukraine. As I testified previously, just four days after assuming my post as ambassador in July of 2018, I received an official delegation from the government of then Ukraine President Petro Poroshenko. The meeting took place at the US Mission in Brussels and was prearranged by my career EU Mission staff. And I’ve had several meetings since then in Brussels. Later in February of 2019, I worked well with US Ambassador Marie Yovanovitch in making my first official visit to Ukraine for a US Navy visit to the strategic Black Sea port of Odessa.","Sondland","13:24","My attendance at President Zelensky’s inauguration was not my first involvement with Ukraine. As I testified previously, just four days after assuming my post as ambassador in July of 2018, I received an official delegation from the government of then Ukraine President Petro Poroshenko. The meeting took place at the US Mission in Brussels and was prearranged by my career EU Mission staff. And I’ve had several meetings since then in Brussels. Later in February of 2019, I worked well with US Ambassador Marie Yovanovitch in making my first official visit to Ukraine for a US Navy visit to the strategic Black Sea port of Odessa."
"18","Sondland: (14:16) And the reason I raise these prior Ukraine activities, the meetings in Brussels, my visit to Odessa, is to emphasize that Ukraine has been a part of my portfolio from my very first days as the US Ambassador. Any claim that I somehow muscled my way into the Ukraine relationship is simply false. During the Zelensky inauguration on May 20th, the US delegation developed a very positive view of the Ukraine government We were impressed by President Zelensky’s desire to promote a stronger relationship with the United States. We admired his commitment to reform and we were excited about the possible-","Sondland","14:16","And the reason I raise these prior Ukraine activities, the meetings in Brussels, my visit to Odessa, is to emphasize that Ukraine has been a part of my portfolio from my very first days as the US Ambassador. Any claim that I somehow muscled my way into the Ukraine relationship is simply false. During the Zelensky inauguration on May 20th, the US delegation developed a very positive view of the Ukraine government We were impressed by President Zelensky’s desire to promote a stronger relationship with the United States. We admired his commitment to reform and we were excited about the possible-"
"19","Sondland: (15:03) Commitment to reform and we were excited about the possibility of Ukraine making the changes necessary to support a greater western economic investment. And, we were excited that Ukraine might, after years and years of lip service, finally get serious about addressing its own well-known corruption problems. With that enthusiasm, we returned the White House on May 23rd to brief President Trump. We advised the president of the strategic importance of Ukraine and the value of strengthening the relationship with President Zelensky. To support this reformer, we asked the White House for two things. First, a working phone call between Presidents Trump and Zelensky, and second, a working oval office visit. In our view, both were vital to cementing the US-Ukraine relationship, demonstrating support for Ukraine in the face of Russian aggression and advancing broader US foreign policy interests.","Sondland","15:03","Commitment to reform and we were excited about the possibility of Ukraine making the changes necessary to support a greater western economic investment. And, we were excited that Ukraine might, after years and years of lip service, finally get serious about addressing its own well-known corruption problems. With that enthusiasm, we returned the White House on May 23rd to brief President Trump. We advised the president of the strategic importance of Ukraine and the value of strengthening the relationship with President Zelensky. To support this reformer, we asked the White House for two things. First, a working phone call between Presidents Trump and Zelensky, and second, a working oval office visit. In our view, both were vital to cementing the US-Ukraine relationship, demonstrating support for Ukraine in the face of Russian aggression and advancing broader US foreign policy interests."
"20","Sondland: (16:13) Unfortunately, President Trump was skeptical. He expressed concerns that the Ukrainian government was not serious about reform and he even mentioned that Ukraine tried to take him down in the last election. In response to our persistent efforts in that meeting to change his views, President Trump directed us to, “talk with Rudy.” We understood that talk with Rudy meant, talk with Mr. Rudy Giuliani, the president’s personal lawyer. Let me say again, we weren’t happy with the president’s directive to talk with Rudy. We did not want to involve Mr. Giuliani. I believe then, as I do now, that the men and women of the state department, not the president’s personal lawyer, should take responsibility for Ukraine matters.","Sondland","16:13","Unfortunately, President Trump was skeptical. He expressed concerns that the Ukrainian government was not serious about reform and he even mentioned that Ukraine tried to take him down in the last election. In response to our persistent efforts in that meeting to change his views, President Trump directed us to, “talk with Rudy.” We understood that talk with Rudy meant, talk with Mr. Rudy Giuliani, the president’s personal lawyer. Let me say again, we weren’t happy with the president’s directive to talk with Rudy. We did not want to involve Mr. Giuliani. I believe then, as I do now, that the men and women of the state department, not the president’s personal lawyer, should take responsibility for Ukraine matters."
"21","Sondland: (17:09) Nonetheless, based on the president’s direction we were faced with a choice, we could abandon the efforts to schedule the White House phone call and a White House visit between Presidents Trump and Zelensky, which was unquestionably in our foreign policy interest, or we could do as President Trump had directed and talk with Rudy. We chose the latter course, not because we liked it, but because it was the only constructive path open to us.","Sondland","17:09","Nonetheless, based on the president’s direction we were faced with a choice, we could abandon the efforts to schedule the White House phone call and a White House visit between Presidents Trump and Zelensky, which was unquestionably in our foreign policy interest, or we could do as President Trump had directed and talk with Rudy. We chose the latter course, not because we liked it, but because it was the only constructive path open to us."
"22","Sondland: (17:44) Over the course of the next several months, Secretary Perry, Ambassador Volker and I were in communication with Mr. Giuliani. Secretary Perry volunteered to make the initial calls with Mr. Giuliani given their prior relationship. Ambassador Volker made several of the early calls and generally informed us of what was discussed.","Sondland","17:44","Over the course of the next several months, Secretary Perry, Ambassador Volker and I were in communication with Mr. Giuliani. Secretary Perry volunteered to make the initial calls with Mr. Giuliani given their prior relationship. Ambassador Volker made several of the early calls and generally informed us of what was discussed."
"23","Sondland: (18:11) I first communicated with Mr. Giuliani in early August, several months later. Mr. Giuliani emphasized that the president wanted a public statement from President Zelensky committing Ukraine to look into the corruption issues. Mr. Giuliani specifically mentioned the 2016 election, including the DNC server and Burisma, as two topics of importance to the president.","Sondland","18:11","I first communicated with Mr. Giuliani in early August, several months later. Mr. Giuliani emphasized that the president wanted a public statement from President Zelensky committing Ukraine to look into the corruption issues. Mr. Giuliani specifically mentioned the 2016 election, including the DNC server and Burisma, as two topics of importance to the president."
"24","Sondland: (18:42) We kept the leadership of the state department and the NSC, informed of our activities. And that included communications with Secretary of State Pompeo, his counselor, Ulrich Brechbuhl, his executive secretary, Lisa Kenna, and also communications with Ambassador Bolton, Dr. Hill, Mr. Morrison, and their staff at the NSC. They knew what we were doing and why.","Sondland","18:42","We kept the leadership of the state department and the NSC, informed of our activities. And that included communications with Secretary of State Pompeo, his counselor, Ulrich Brechbuhl, his executive secretary, Lisa Kenna, and also communications with Ambassador Bolton, Dr. Hill, Mr. Morrison, and their staff at the NSC. They knew what we were doing and why."
"25","Sondland: (19:15) On July 10th, 2019 Senior Ukrainian national security officials met with Ambassador Bolton, Ambassador Volker, Dr. Hill, Secretary Perry, myself, and several others in Washington DC. During that meeting, we all discussed the importance of the two action items I identified earlier. One, a working phone call, and two, a White House meeting between Presidents Trump and Zelensky. From my perspective, the July 10th meeting was a positive step toward accomplishing our shared goals. While I am now aware of accounts of the meeting from Dr. Hill and Lieutenant Colonel Veneman, their recollections of those events simply don’t square with my own or with those of Ambassador Volker or Secretary Perry.","Sondland","19:15","On July 10th, 2019 Senior Ukrainian national security officials met with Ambassador Bolton, Ambassador Volker, Dr. Hill, Secretary Perry, myself, and several others in Washington DC. During that meeting, we all discussed the importance of the two action items I identified earlier. One, a working phone call, and two, a White House meeting between Presidents Trump and Zelensky. From my perspective, the July 10th meeting was a positive step toward accomplishing our shared goals. While I am now aware of accounts of the meeting from Dr. Hill and Lieutenant Colonel Veneman, their recollections of those events simply don’t square with my own or with those of Ambassador Volker or Secretary Perry."
"26","Sondland: (20:12) I recall mentioning the prerequisite of investigations before any White House call or meeting, but I do not recall any yelling or screaming or abrupt terminations as others have said. Instead, after the meeting, Ambassador Bolton walked outside with our group and we all took some great pictures together outside on the White House lawn. More important, those recollections of protests do not square with the documentary record of our interactions with the NSC in the days and weeks that followed. We kept the NSC apprised of our efforts, including, specifically, our efforts to a public statement from the Ukrainians that would satisfy President Trump’s concerns.","Sondland","20:12","I recall mentioning the prerequisite of investigations before any White House call or meeting, but I do not recall any yelling or screaming or abrupt terminations as others have said. Instead, after the meeting, Ambassador Bolton walked outside with our group and we all took some great pictures together outside on the White House lawn. More important, those recollections of protests do not square with the documentary record of our interactions with the NSC in the days and weeks that followed. We kept the NSC apprised of our efforts, including, specifically, our efforts to a public statement from the Ukrainians that would satisfy President Trump’s concerns."
"27","Sondland: (21:04) For example, on July 13th, and this is three days after that July 10th meeting, I emailed Tim Morrison. He had just taken over Dr. Hill’s post as the NSC Eurasia Director and I met him that day for the first time. I wrote to Mr. Morrison with these words, “The call between Zelensky and POTUS, President of the United States, should happen before 7/21, which is the parliamentary elections in Ukraine. Sole purpose is for Zelensky to give POTUS assurances of new sheriff in town, corruption ending, un-bundling moving forward,” and I emphasize, “any hampered investigations will be allowed to move forward transparently. Goal is for POTUS to invite him to oval. Volker, Perry, Bolton, and I strongly recommend.” Mr. Morrison acknowledged and said, “Thank you,” and specifically noted that he was tracking these issues.","Sondland","21:04","For example, on July 13th, and this is three days after that July 10th meeting, I emailed Tim Morrison. He had just taken over Dr. Hill’s post as the NSC Eurasia Director and I met him that day for the first time. I wrote to Mr. Morrison with these words, “The call between Zelensky and POTUS, President of the United States, should happen before 7/21, which is the parliamentary elections in Ukraine. Sole purpose is for Zelensky to give POTUS assurances of new sheriff in town, corruption ending, un-bundling moving forward,” and I emphasize, “any hampered investigations will be allowed to move forward transparently. Goal is for POTUS to invite him to oval. Volker, Perry, Bolton, and I strongly recommend.” Mr. Morrison acknowledged and said, “Thank you,” and specifically noted that he was tracking these issues."
"28","Sondland: (22:17) Again, there was no secret regarding moving forward and the discussion of investigations. Moreover, I have reviewed other state department documents, some of which are not currently in the public domain, detailing Mr. Giuliani’s efforts. For example, on July 10th, the very same day that Ambassador Volker, Secretary Perry, and I were meeting with the Ukraine officials in Washington, Ambassador Taylor received a communication that Mr. Giuliani was still talking with Ukrainian prosecutor Yuriy Lutsenkoin. In WhatsApp messages with Ambassador Volker and I, Ambassador Taylor wrote to us as follows, “Just had a meeting with Andre and Vadim,” referring to Ukraine Foreign Minister Vadim Prystaiko. “Taylor said the Ukrainians were, “Very concerned about what Lutsenkoin told them,” that according to RG,” meaning Rudy Giuliani, “the Zelensky POTUS meeting will not happen.” Volcker responded, “Good grief. Please tell the deem to let the official US government representatives speak for the US. Lutsenkoin has his own self interest here.”","Sondland","22:17","Again, there was no secret regarding moving forward and the discussion of investigations. Moreover, I have reviewed other state department documents, some of which are not currently in the public domain, detailing Mr. Giuliani’s efforts. For example, on July 10th, the very same day that Ambassador Volker, Secretary Perry, and I were meeting with the Ukraine officials in Washington, Ambassador Taylor received a communication that Mr. Giuliani was still talking with Ukrainian prosecutor Yuriy Lutsenkoin. In WhatsApp messages with Ambassador Volker and I, Ambassador Taylor wrote to us as follows, “Just had a meeting with Andre and Vadim,” referring to Ukraine Foreign Minister Vadim Prystaiko. “Taylor said the Ukrainians were, “Very concerned about what Lutsenkoin told them,” that according to RG,” meaning Rudy Giuliani, “the Zelensky POTUS meeting will not happen.” Volcker responded, “Good grief. Please tell the deem to let the official US government representatives speak for the US. Lutsenkoin has his own self interest here.”"
"29","Sondland: (23:44) Taylor confirmed that he had communicated that message to the Ukrainians and he added, “I briefed Ulrich this afternoon on this,” referring to State Department Counselor Ulrich Brechbuhl. Again, everyone’s in the loop. Three things are critical about this WhatsApp exchange. First, while the Ukrainians were in Washington at the White House, Mr. Giuliani was communicating with the Ukrainians without our knowledge. Ambassador Taylor, Ambassador Volker, and I were all surprised by this. Second, Mr. Giuliani was communicating with the, reportedly, corrupt Ukrainian prosecutor, Lutsenkoin and discussing whether a Zelensky-Trump meeting was going to happen again, without our knowledge. And third, with this alarming news, Ambassador Taylor briefed Ulrich Brechbuhl, who is the counselor to Secretary of State Pompeo. And even as late as September 24th of this year, Secretary Pompeo was directing Kurt Volker to speak with Mr. Giuliani. In a WhatsApp message, Kurt Volker told me in part, “Spoke with Rudy per guidance from S.” S is the state department’s official designator for the secretary. “Spoke with Rudy per guidance from S.”","Sondland","23:44","Taylor confirmed that he had communicated that message to the Ukrainians and he added, “I briefed Ulrich this afternoon on this,” referring to State Department Counselor Ulrich Brechbuhl. Again, everyone’s in the loop. Three things are critical about this WhatsApp exchange. First, while the Ukrainians were in Washington at the White House, Mr. Giuliani was communicating with the Ukrainians without our knowledge. Ambassador Taylor, Ambassador Volker, and I were all surprised by this. Second, Mr. Giuliani was communicating with the, reportedly, corrupt Ukrainian prosecutor, Lutsenkoin and discussing whether a Zelensky-Trump meeting was going to happen again, without our knowledge. And third, with this alarming news, Ambassador Taylor briefed Ulrich Brechbuhl, who is the counselor to Secretary of State Pompeo. And even as late as September 24th of this year, Secretary Pompeo was directing Kurt Volker to speak with Mr. Giuliani. In a WhatsApp message, Kurt Volker told me in part, “Spoke with Rudy per guidance from S.” S is the state department’s official designator for the secretary. “Spoke with Rudy per guidance from S.”"
"30","Sondland: (25:11) Look, we tried our best to fix the problem while keeping the state department and the NSC closely apprised of the challenges we faced. On July 25th Presidents Trump and Zelensky had their official call. I was not on the call and I don’t think I was invited to be on the call. In fact, I first read the transcript on September 25th, the day it was publicly released. All I had heard at that time, was that the call had gone well. Looking back, I find it very odd, very odd, that neither I nor Ambassador Taylor, nor Ambassador Volker, ever received a detailed readout of that call with the Biden references.","Sondland","25:11","Look, we tried our best to fix the problem while keeping the state department and the NSC closely apprised of the challenges we faced. On July 25th Presidents Trump and Zelensky had their official call. I was not on the call and I don’t think I was invited to be on the call. In fact, I first read the transcript on September 25th, the day it was publicly released. All I had heard at that time, was that the call had gone well. Looking back, I find it very odd, very odd, that neither I nor Ambassador Taylor, nor Ambassador Volker, ever received a detailed readout of that call with the Biden references."
"31","Sondland: (26:03) Now, there are people who say they had concerns about the call, but no one shared any concerns about the call with me at the time, which frankly would have been very helpful to know. On July 26th Ambassador Taylor, Ambassador Volker, and I were all in Kyiv to meet with President Zelensky. The timing of that trip, immediately after the call between Presidents Trump in Zelensky, was entirely, entirely coincidental. The key of meetings had been scheduled well before the date that the White House finally fixed the call. During our Kyiv meeting, I do not recall President Zelensky discussing the substance of his July 25th call with President Trump, nor did he discuss any request investigate Vice President Biden, which we all later learned was discussed on the July 25th call. And this is consistent with the reported comments from Ambassadors Volker and Taylor.","Sondland","26:03","Now, there are people who say they had concerns about the call, but no one shared any concerns about the call with me at the time, which frankly would have been very helpful to know. On July 26th Ambassador Taylor, Ambassador Volker, and I were all in Kyiv to meet with President Zelensky. The timing of that trip, immediately after the call between Presidents Trump in Zelensky, was entirely, entirely coincidental. The key of meetings had been scheduled well before the date that the White House finally fixed the call. During our Kyiv meeting, I do not recall President Zelensky discussing the substance of his July 25th call with President Trump, nor did he discuss any request investigate Vice President Biden, which we all later learned was discussed on the July 25th call. And this is consistent with the reported comments from Ambassadors Volker and Taylor."
"32","Sondland: (27:07) After the Zelensky meeting, I also met with the Zelensky’s senior aide, Andriy Yermak. I don’t recall the specifics of our conversation, but I believe the issue was probably a part of that agenda or meeting. Also on July 26, shortly after our Kyiv meetings, I spoke by phone with President Trump. The White House, which has finally, finally shared certain call dates and times with my attorneys, confirms this. The call lasted five minutes. I remember I was at a restaurant in Kyiv and I have no reason to doubt that this conversation included the subject of investigations. Again, given Mr. Giuliani’s demand that President Zelensky make a public statement about investigations, I knew that investigations were important to President Trump. We did not discuss any classified information.","Sondland","27:07","After the Zelensky meeting, I also met with the Zelensky’s senior aide, Andriy Yermak. I don’t recall the specifics of our conversation, but I believe the issue was probably a part of that agenda or meeting. Also on July 26, shortly after our Kyiv meetings, I spoke by phone with President Trump. The White House, which has finally, finally shared certain call dates and times with my attorneys, confirms this. The call lasted five minutes. I remember I was at a restaurant in Kyiv and I have no reason to doubt that this conversation included the subject of investigations. Again, given Mr. Giuliani’s demand that President Zelensky make a public statement about investigations, I knew that investigations were important to President Trump. We did not discuss any classified information."
