"","original","person","timeStamp","comment"
"11","Adam Schiff: (07:10) According to Morrison, who spoke with Sondland after the call, Trump insisted that there was no quid pro quo, but President Zelensky must personally announce the opening of the investigations and he should want to do it. Sondland also said that if President Zelensky didn’t agree to make a public statement about the investigations, the US and Ukraine would be at a stalemate, meaning it would not receive the much-needed security assistance.","Adam Schiff","07:10","According to Morrison, who spoke with Sondland after the call, Trump insisted that there was no quid pro quo, but President Zelensky must personally announce the opening of the investigations and he should want to do it. Sondland also said that if President Zelensky didn’t agree to make a public statement about the investigations, the US and Ukraine would be at a stalemate, meaning it would not receive the much-needed security assistance."
"12","Adam Schiff: (07:37) Morrison had a sinking feeling after the call as he realized that the ask was now being directed at Zelensky himself and not the prosecutor general as Sondland had relayed to a senior Ukrainian aid in Warsaw on September 1st. While President Trump claim there was no quid pro quo, his insistence that Zelensky himself must publicly announce the investigations or they’d be at a stalemate made clear that leads to official act White House meeting and 400 million in military aid were conditioned on receipt of what Trump wanted, the investigations to help his campaign.","Adam Schiff","07:37","Morrison had a sinking feeling after the call as he realized that the ask was now being directed at Zelensky himself and not the prosecutor general as Sondland had relayed to a senior Ukrainian aid in Warsaw on September 1st. While President Trump claim there was no quid pro quo, his insistence that Zelensky himself must publicly announce the investigations or they’d be at a stalemate made clear that leads to official act White House meeting and 400 million in military aid were conditioned on receipt of what Trump wanted, the investigations to help his campaign."
"13","Adam Schiff: (08:15) The efforts to secure the investigations would continue for several more days, but appear to have abruptly ended soon after the three committees of Congress announced an investigation into the Trump-Giuliani Ukraine scheme only then would the aide be released. I now recognize ranking member Nunes for any remarks that he’d like to make.","Adam Schiff","08:15","The efforts to secure the investigations would continue for several more days, but appear to have abruptly ended soon after the three committees of Congress announced an investigation into the Trump-Giuliani Ukraine scheme only then would the aide be released. I now recognize ranking member Nunes for any remarks that he’d like to make."
"14","Devin Nunes: (08:37) Welcome back to act two of today’s circus, ladies and gentlemen. We are here to continue what the Democrats tell us is a serious, somber, and even prayerful process of attempting to overthrow a duly elected president. If they’re successful, the end result would be to disenfranchise tens of millions of Americans who thought the president is chosen by the American people, not by 13 Democrat partisans on a committee that’s supposed to be overseeing the government’s intelligence agencies.","Devin Nunes","08:37","Welcome back to act two of today’s circus, ladies and gentlemen. We are here to continue what the Democrats tell us is a serious, somber, and even prayerful process of attempting to overthrow a duly elected president. If they’re successful, the end result would be to disenfranchise tens of millions of Americans who thought the president is chosen by the American people, not by 13 Democrat partisans on a committee that’s supposed to be overseeing the government’s intelligence agencies."
"15","Devin Nunes: (09:10) Isn’t it strange how we’ve morphed into the impeachment committee, presiding over a matter that has no intelligent component whatsoever? Impeachment, of course, is the jurisdiction of the judiciary committee, not the intelligence committee, but putting this sparse in our court provides two main advantages for the Democrats. It made it easier for them to shroud their depositions in secrecy and it allowed them to avoid giving too big of a role in this spectacle to another Democrat committee chairman, and whom the Democrat leaders obviously have no confidence.","Devin Nunes","09:10","Isn’t it strange how we’ve morphed into the impeachment committee, presiding over a matter that has no intelligent component whatsoever? Impeachment, of course, is the jurisdiction of the judiciary committee, not the intelligence committee, but putting this sparse in our court provides two main advantages for the Democrats. It made it easier for them to shroud their depositions in secrecy and it allowed them to avoid giving too big of a role in this spectacle to another Democrat committee chairman, and whom the Democrat leaders obviously have no confidence."
"16","Devin Nunes: (09:47) Who can possibly view these proceedings as fair and impartial? They are being conducted by Democrats who spent three years saturating the airwaves with dire warnings that President Trump is a Russian agent and these outlandish attacks continue to this very day. Just this weekend in front of a crowd of democratic party activists, the chairman of this committee denounced President Trump as a profound threat to our democracy and vowed that we will send that charlatan and the White House back to the golden throne he came from.","Devin Nunes","09:47","Who can possibly view these proceedings as fair and impartial? They are being conducted by Democrats who spent three years saturating the airwaves with dire warnings that President Trump is a Russian agent and these outlandish attacks continue to this very day. Just this weekend in front of a crowd of democratic party activists, the chairman of this committee denounced President Trump as a profound threat to our democracy and vowed that we will send that charlatan and the White House back to the golden throne he came from."
"17","Devin Nunes: (10:22) How can anyone believe that people who would utter such dramatic absurdities are conducting a fair impeachment process and are only trying to discover the truth? It’s obvious the Democrats are trying to topple the president solely because they despise him because they’ve promised since election day to impeach him and because they’re afraid he will win re-election next year. No witnesses have identified any crime or impeachable offense committed by the president, but that doesn’t matter.","Devin Nunes","10:22","How can anyone believe that people who would utter such dramatic absurdities are conducting a fair impeachment process and are only trying to discover the truth? It’s obvious the Democrats are trying to topple the president solely because they despise him because they’ve promised since election day to impeach him and because they’re afraid he will win re-election next year. No witnesses have identified any crime or impeachable offense committed by the president, but that doesn’t matter."
"18","Devin Nunes: (10:59) Last week, the Democrats told us his infraction was asking for a quid pro quo. This week, it’s bribery. Who knows what ridiculous crime they’ll be accusing him of next week? As witnesses, the Democrats have called a parade of government officials who don’t like President Trump’s Ukraine policy, even though they acknowledge he provided Ukraine with lethal military aid after the Obama administration refused to do so. They also resent his conduct of policy through channels outside their own authority and control. These actions they argue contradict the so-called interagency consensus.","Devin Nunes","10:59","Last week, the Democrats told us his infraction was asking for a quid pro quo. This week, it’s bribery. Who knows what ridiculous crime they’ll be accusing him of next week? As witnesses, the Democrats have called a parade of government officials who don’t like President Trump’s Ukraine policy, even though they acknowledge he provided Ukraine with lethal military aid after the Obama administration refused to do so. They also resent his conduct of policy through channels outside their own authority and control. These actions they argue contradict the so-called interagency consensus."
"19","Devin Nunes: (11:45) They don’t seem to understand that the president alone is constitutionally vested with the authority to set the policy. The American people elect a president, not an interagency consensus. And of course our previous witnesses had very little new information to share in these hearings, that’s because these hearings are not designed to uncover new information. They’re meant to showcase a handpicked group of witnesses who the Democrats determined through their secret audition process will provide testimony most conductive and conducive to their accusations.","Devin Nunes","11:45","They don’t seem to understand that the president alone is constitutionally vested with the authority to set the policy. The American people elect a president, not an interagency consensus. And of course our previous witnesses had very little new information to share in these hearings, that’s because these hearings are not designed to uncover new information. They’re meant to showcase a handpicked group of witnesses who the Democrats determined through their secret audition process will provide testimony most conductive and conducive to their accusations."
"20","Devin Nunes: (12:21) In fact, by the time any witness says anything here, people are actually hearing it for the third time. They heard it first through the Democrats cherry- pick leaks to their media sympathizers during the secret depositions and second, when the Democrats publish those deposition transcripts in a highly staged manner. Of course, there are no transcripts from crucial witnesses like Hunter Biden who could testify about his well paying job and the board of a corrupt Ukrainian company, or Alexandra Chalupa who worked on an election meddling scheme with Ukrainian officials on behalf of the democratic national committee and the Clinton campaign. That’s because the Democrats refused to let us hear from them. As for evidence, what we’re left with is the transcript of the Trump-Zelensky phone call, which the president made public. That means Americans can read for themselves an unremarkable conversation with President Zelensky who repeatedly expressed satisfaction with the call afterward. The Democrats, however, claimed President Zelensky was being bribed and therefore, he must be lying when he says the call was friendly and pose no problems.","Devin Nunes","12:21","In fact, by the time any witness says anything here, people are actually hearing it for the third time. They heard it first through the Democrats cherry- pick leaks to their media sympathizers during the secret depositions and second, when the Democrats publish those deposition transcripts in a highly staged manner. Of course, there are no transcripts from crucial witnesses like Hunter Biden who could testify about his well paying job and the board of a corrupt Ukrainian company, or Alexandra Chalupa who worked on an election meddling scheme with Ukrainian officials on behalf of the democratic national committee and the Clinton campaign. That’s because the Democrats refused to let us hear from them. As for evidence, what we’re left with is the transcript of the Trump-Zelensky phone call, which the president made public. That means Americans can read for themselves an unremarkable conversation with President Zelensky who repeatedly expressed satisfaction with the call afterward. The Democrats, however, claimed President Zelensky was being bribed and therefore, he must be lying when he says the call was friendly and pose no problems."
"21","Devin Nunes: (13:34) There’s some irony here, for weeks we’ve heard the Democrats bemoan the damage President Trump supposedly caused to the US-Ukrainian relations, but when the Ukrainian president contradicts their accusations, they publicly dismiss him as a liar. I may be wrong, but I’m fairly sure calling a friendly foreign president, newly elected a liar violates their so-called interagency consensus.","Devin Nunes","13:34","There’s some irony here, for weeks we’ve heard the Democrats bemoan the damage President Trump supposedly caused to the US-Ukrainian relations, but when the Ukrainian president contradicts their accusations, they publicly dismiss him as a liar. I may be wrong, but I’m fairly sure calling a friendly foreign president, newly elected a liar violates their so-called interagency consensus."
"22","Devin Nunes: (14:05) So overall, the Democrats would have you believe President Zelensky was being blackmailed with a pause on lethal military aide that he didn’t even know about, that President Trump did not mention to him, and that diplomats have testified they always assumed would be lifted, which it was. Without the Ukrainians undertaking any of the actions, they were supposedly being coerced into doing. This process is not serious. It’s not sober and it is certainly not prayerful.","Devin Nunes","14:05","So overall, the Democrats would have you believe President Zelensky was being blackmailed with a pause on lethal military aide that he didn’t even know about, that President Trump did not mention to him, and that diplomats have testified they always assumed would be lifted, which it was. Without the Ukrainians undertaking any of the actions, they were supposedly being coerced into doing. This process is not serious. It’s not sober and it is certainly not prayerful."
"23","Devin Nunes: (14:37) It’s an ambitious attack to deprive the American people of the right to elect a president the Democrats don’t like. As I mentioned, chairman of this committee claims that democracy is under threat. If that’s true, it’s not the president who poses the danger. I yield back.","Devin Nunes","14:37","It’s an ambitious attack to deprive the American people of the right to elect a president the Democrats don’t like. As I mentioned, chairman of this committee claims that democracy is under threat. If that’s true, it’s not the president who poses the danger. I yield back."
"24","Adam Schiff: (15:01) I thank the gentlemen. We are joined this afternoon by Ambassador Kurt Volker and Mr. Timothy Morrison. Ambassador Kurt Volker served in the US Foreign Service for nearly 30 years working on European and Eurasian political and security issues under five different presidential administrations. During the George W. Bush administration, he served as the acting director for European and Eurasian affairs in the National Security Council and later as a deputy assistant secretary of state for European and Eurasian affairs. In 2008, President Bush appointed Ambassador Kurt Volker to the United States permanent representative to NATO where he served until May 2009. In July 2017, Ambassador Kurt Volker was appointed to be the US Special Representative for Ukraine negotiations serving in that position until he resigned in September. It is pleasure to welcome Mr. Morrison back to the legislative branch where he served for almost two decades as a Republican staffer. He was a professional staff member for Representative Mark Kennedy of Minnesota, and Senator Jon Kyl of Arizona.","Adam Schiff","15:01","I thank the gentlemen. We are joined this afternoon by Ambassador Kurt Volker and Mr. Timothy Morrison. Ambassador Kurt Volker served in the US Foreign Service for nearly 30 years working on European and Eurasian political and security issues under five different presidential administrations. During the George W. Bush administration, he served as the acting director for European and Eurasian affairs in the National Security Council and later as a deputy assistant secretary of state for European and Eurasian affairs. In 2008, President Bush appointed Ambassador Kurt Volker to the United States permanent representative to NATO where he served until May 2009. In July 2017, Ambassador Kurt Volker was appointed to be the US Special Representative for Ukraine negotiations serving in that position until he resigned in September. It is pleasure to welcome Mr. Morrison back to the legislative branch where he served for almost two decades as a Republican staffer. He was a professional staff member for Representative Mark Kennedy of Minnesota, and Senator Jon Kyl of Arizona."
"25","Adam Schiff: (16:01) Later, Mr. Morrison served as the longtime policy director for the Republican staff of the House Armed Services Committee. In July 2018, Mr. Morrison joined the National Security Council as senior director for countering weapons of mass destruction. Following the departure of Dr. Fiona Hill in July 2019, Mr. Morrison assumed the position of senior director for Russia and Europe.","Adam Schiff","16:01","Later, Mr. Morrison served as the longtime policy director for the Republican staff of the House Armed Services Committee. In July 2018, Mr. Morrison joined the National Security Council as senior director for countering weapons of mass destruction. Following the departure of Dr. Fiona Hill in July 2019, Mr. Morrison assumed the position of senior director for Russia and Europe."
"26","Adam Schiff: (16:23) Two final points before the witnesses are sworn. First witness depositions as part of this inquiry were unclassified in nature and all open hearings will also be held at the unclassified level. Any information that may touch on classified information will be addressed separately. Second, Congress will not tolerate any reprisal, threat of reprisal or attempt to retaliate against any US government official for testifying before Congress, including you or any of your colleagues.","Adam Schiff","16:23","Two final points before the witnesses are sworn. First witness depositions as part of this inquiry were unclassified in nature and all open hearings will also be held at the unclassified level. Any information that may touch on classified information will be addressed separately. Second, Congress will not tolerate any reprisal, threat of reprisal or attempt to retaliate against any US government official for testifying before Congress, including you or any of your colleagues."
"27","Adam Schiff: (16:53) If you’ll both please rise and raise your right hand, I will begin by swearing you in. Do you swear or affirm that the testimony you’re about to give is the truth, the whole truth and nothing but the truth, so help you God? Let the record show that the witnesses answered in the affirmative. Thank you and please be seated. The microphones are sensitive so please speak directly into them without objection. Your written statements will also be made part of the record.","Adam Schiff","16:53","If you’ll both please rise and raise your right hand, I will begin by swearing you in. Do you swear or affirm that the testimony you’re about to give is the truth, the whole truth and nothing but the truth, so help you God? Let the record show that the witnesses answered in the affirmative. Thank you and please be seated. The microphones are sensitive so please speak directly into them without objection. Your written statements will also be made part of the record."
"28","Adam Schiff: (17:24) With that Mr. Morrison, you are recognized for your opening statement and immediately thereafter Ambassador Volker, you’re recognized for your opening statement.","Adam Schiff","17:24","With that Mr. Morrison, you are recognized for your opening statement and immediately thereafter Ambassador Volker, you’re recognized for your opening statement."
"29","Tim Morrison: (17:34) Chairman Schiff, Ranking Member Nunes and members of the committee, I appear before you today under subpoena to answer your questions about my time as senior director for European affairs at the White House and the National Security Council, as related to Ukraine and US security assistance to that country. I will provide you the most complete and accurate information I can, consistent with my obligations to protect classified and privileged information. Whether the conduct that is the subject of this inquiry merits impeachment is a question for the US House of Representatives.","Tim Morrison","17:34","Chairman Schiff, Ranking Member Nunes and members of the committee, I appear before you today under subpoena to answer your questions about my time as senior director for European affairs at the White House and the National Security Council, as related to Ukraine and US security assistance to that country. I will provide you the most complete and accurate information I can, consistent with my obligations to protect classified and privileged information. Whether the conduct that is the subject of this inquiry merits impeachment is a question for the US House of Representatives."
"30","Tim Morrison: (18:04) I appear here today only to provide factual information based upon my knowledge and recollection of events. I will not waste time restating the details of my opening statement from my deposition on October 31, 2019, which has recently been made public. However, I will highlight the following key points: first, as I previously stated, I do not know who the whistleblower is nor do I intend to speculate as to who the individual may be. Second, I have great respect for my former colleagues from the NSC and the rest of the interagency.","Tim Morrison","18:04","I appear here today only to provide factual information based upon my knowledge and recollection of events. I will not waste time restating the details of my opening statement from my deposition on October 31, 2019, which has recently been made public. However, I will highlight the following key points: first, as I previously stated, I do not know who the whistleblower is nor do I intend to speculate as to who the individual may be. Second, I have great respect for my former colleagues from the NSC and the rest of the interagency."
"31","Tim Morrison: (18:37) I am not here today to question their character or integrity. My recollections and judgments are my own. Some of my colleagues’ recollections of conversations and interactions may differ from mine, but I do not view those differences as the result of an untoward purpose. Third, I continue to believe Ukraine is on the front lines of a strategic competition between the West and Vladimir Putin’s revanchist Russia. Russia is a failing power, but it is still a dangerous one. The United States aids Ukraine and her people so they can fight Russia over there and we don’t have to fight Russia here.","Tim Morrison","18:37","I am not here today to question their character or integrity. My recollections and judgments are my own. Some of my colleagues’ recollections of conversations and interactions may differ from mine, but I do not view those differences as the result of an untoward purpose. Third, I continue to believe Ukraine is on the front lines of a strategic competition between the West and Vladimir Putin’s revanchist Russia. Russia is a failing power, but it is still a dangerous one. The United States aids Ukraine and her people so they can fight Russia over there and we don’t have to fight Russia here."
"32","Tim Morrison: (19:12) Support for Ukraine’s territorial integrity and sovereignty has been a bipartisan objective since Russia’s military invasion in 2014. It must continue to be. As I stated during my deposition, I feared at the time of the call, on July 25th, how its disclosure would play in Washington’s political climate. My fears have been realized. I understand the gravity of these proceedings, but I beg you not to lose sight of the military conflict underway in Eastern Ukraine today. The ongoing illegal occupation of Crimea and the importance of reform of Ukraine’s politics and economy.","Tim Morrison","19:12","Support for Ukraine’s territorial integrity and sovereignty has been a bipartisan objective since Russia’s military invasion in 2014. It must continue to be. As I stated during my deposition, I feared at the time of the call, on July 25th, how its disclosure would play in Washington’s political climate. My fears have been realized. I understand the gravity of these proceedings, but I beg you not to lose sight of the military conflict underway in Eastern Ukraine today. The ongoing illegal occupation of Crimea and the importance of reform of Ukraine’s politics and economy."
"33","Tim Morrison: (19:46) Every day that the focus of discussion involving Ukraine is centered on these proceedings instead of those matters is a day when we are not focused on the interest of Ukraine, the United States, and Western-style liberalism share. Finally, I concluded my act of service at the National Security Council the day after I last appeared before you. I left the NSC completely of my own volition. I felt no pressure to resign nor have I feared any retaliation from my testimony. I made this career choice sometime before I decided to testify on October 31st. I’m prepared to answer your questions to the best of my ability and recollection.","Tim Morrison","19:46","Every day that the focus of discussion involving Ukraine is centered on these proceedings instead of those matters is a day when we are not focused on the interest of Ukraine, the United States, and Western-style liberalism share. Finally, I concluded my act of service at the National Security Council the day after I last appeared before you. I left the NSC completely of my own volition. I felt no pressure to resign nor have I feared any retaliation from my testimony. I made this career choice sometime before I decided to testify on October 31st. I’m prepared to answer your questions to the best of my ability and recollection."
"34","Adam Schiff: (20:26) Thank you. Ambassador Volker.","Adam Schiff","20:26","Thank you. Ambassador Volker."
"35","Kurt Volker: (20:31) Thank you very much, Mr. Chairman and ranking member. Thank you very much for the opportunity to provide this testimony today. As you know, I was the first person to come forward to testify as part of this inquiry. I did so voluntarily and likewise voluntarily provided relevant documentation in my possession in order to be as cooperative, clear and complete as possible. I am here today voluntarily and I remain committed to cooperating fully and truthfully with this committee. All I can do is provide the facts as I understood them at the time. I did this on October 3rd in private and I will do so again today.","Kurt Volker","20:31","Thank you very much, Mr. Chairman and ranking member. Thank you very much for the opportunity to provide this testimony today. As you know, I was the first person to come forward to testify as part of this inquiry. I did so voluntarily and likewise voluntarily provided relevant documentation in my possession in order to be as cooperative, clear and complete as possible. I am here today voluntarily and I remain committed to cooperating fully and truthfully with this committee. All I can do is provide the facts as I understood them at the time. I did this on October 3rd in private and I will do so again today."
"36","Kurt Volker: (21:13) Like many others who have testified in this inquiry, I’m a career foreign policy professional. I began my career as an intelligence analyst for Northern Europe for the Central Intelligence Agency in 1986 before joining the state department in 1988. I served in diplomatic postings, primarily focused on European political and security issues for over 20 years under presidents: Ronald Reagan, George H. W. Bush, Bill Clinton, George W. Bush, and Barack Obama.","Kurt Volker","21:13","Like many others who have testified in this inquiry, I’m a career foreign policy professional. I began my career as an intelligence analyst for Northern Europe for the Central Intelligence Agency in 1986 before joining the state department in 1988. I served in diplomatic postings, primarily focused on European political and security issues for over 20 years under presidents: Ronald Reagan, George H. W. Bush, Bill Clinton, George W. Bush, and Barack Obama."
"37","Kurt Volker: (21:45) My last three positions before leaving the senior foreign service in 2009 were as director for NATO in West European affairs at the National Security Council, principal deputy assistant secretary of state for European affairs at the state department, and finally, as US ambassador to NATO. In the spring of 2017 then secretary of state, Tillerson, asked if I would come back to government service as US Special Representative for Ukraine negotiations. I did this on a part-time, voluntary basis with no salary paid by the US taxpayer simply because I believed it was important to serve our country in this way. I believed I could steer US policy in the right direction. For over two years as US Special Representative for Ukraine negotiations, my singular focus was advancing the foreign policy and national security interests of the United States.","Kurt Volker","21:45","My last three positions before leaving the senior foreign service in 2009 were as director for NATO in West European affairs at the National Security Council, principal deputy assistant secretary of state for European affairs at the state department, and finally, as US ambassador to NATO. In the spring of 2017 then secretary of state, Tillerson, asked if I would come back to government service as US Special Representative for Ukraine negotiations. I did this on a part-time, voluntary basis with no salary paid by the US taxpayer simply because I believed it was important to serve our country in this way. I believed I could steer US policy in the right direction. For over two years as US Special Representative for Ukraine negotiations, my singular focus was advancing the foreign policy and national security interests of the United States."
