"","original","person","timeStamp","comment"
"19","Adam Schiff: (03:46) The facts in the present inquiry are not seriously contested. Beginning in January of this year, the president’s personal attorney, Rudy Giuliani, pressed Ukrainian authorities to investigate Burisma, the country’s largest national gas producer, and the Bidens, since Vice President Joe Biden was seen as a strong potential challenger to Trump.","Adam Schiff","03:46","The facts in the present inquiry are not seriously contested. Beginning in January of this year, the president’s personal attorney, Rudy Giuliani, pressed Ukrainian authorities to investigate Burisma, the country’s largest national gas producer, and the Bidens, since Vice President Joe Biden was seen as a strong potential challenger to Trump."
"20","Adam Schiff: (04:08) Giuliani also promoted a debunked conspiracy that it was Ukraine, not Russia, that hacked the 2016 US election. The nation’s intelligence agencies have stated unequivocally that it was Russia, not Ukraine, that interfered in our election. But Giuliani believed this conspiracy theory referred to as Crowdstrike, shorthand for the company that discovered the Russian hack, would aid his client’s reelection.","Adam Schiff","04:08","Giuliani also promoted a debunked conspiracy that it was Ukraine, not Russia, that hacked the 2016 US election. The nation’s intelligence agencies have stated unequivocally that it was Russia, not Ukraine, that interfered in our election. But Giuliani believed this conspiracy theory referred to as Crowdstrike, shorthand for the company that discovered the Russian hack, would aid his client’s reelection."
"21","Adam Schiff: (04:34) Giuliani also conducted a smear campaign against the US ambassador to Ukraine, Marie Yovanovitch. On April 29, a senior state department official told her that although she had done nothing wrong, President Trump had lost confidence in her. With the sidelining of Yovanovitch, the stage was set for the establishment of an irregular channel in which Giuliani and later others. Including Gordon Sondland, an influential donor to the President’s inauguration, now serving as ambassador to the European Union could advance the President’s personal and political interests.","Adam Schiff","04:34","Giuliani also conducted a smear campaign against the US ambassador to Ukraine, Marie Yovanovitch. On April 29, a senior state department official told her that although she had done nothing wrong, President Trump had lost confidence in her. With the sidelining of Yovanovitch, the stage was set for the establishment of an irregular channel in which Giuliani and later others. Including Gordon Sondland, an influential donor to the President’s inauguration, now serving as ambassador to the European Union could advance the President’s personal and political interests."
"22","Adam Schiff: (05:08) Yovanovitch’s replacement in Kiev, Ambassador Bill Taylor, is a West Point graduate and a Vietnam veteran. As he began to better understand the scheme through the summer of 2019, he pushed back, informing Deputy Assistant Secretary Kent and others about a plan to condition US government actions and funding on the performance of political favors by the Ukrainian government. Favors intended for President Trump that would undermine our security and our elections.","Adam Schiff","05:08","Yovanovitch’s replacement in Kiev, Ambassador Bill Taylor, is a West Point graduate and a Vietnam veteran. As he began to better understand the scheme through the summer of 2019, he pushed back, informing Deputy Assistant Secretary Kent and others about a plan to condition US government actions and funding on the performance of political favors by the Ukrainian government. Favors intended for President Trump that would undermine our security and our elections."
"23","Adam Schiff: (05:39) Several key events in this scheme took place in the month of July. On July 10th, Ambassador Sondland informed a group of US and Ukrainian officials meeting at the White House that according to you, Chief of Staff Mick Mulvaney, a White House meeting desperately sought by the Ukrainian president with Trump would happened if Ukraine undertook an investigation into the energy sector, which was understood to mean Burisma and specifically, the Bidens. National Security Advisor Bolton abruptly ended the meeting and said afterwards that he would not be quote, “Part of whatever drug deal Sondland and Mulvaney are cooking up on this,” end quote.","Adam Schiff","05:39","Several key events in this scheme took place in the month of July. On July 10th, Ambassador Sondland informed a group of US and Ukrainian officials meeting at the White House that according to you, Chief of Staff Mick Mulvaney, a White House meeting desperately sought by the Ukrainian president with Trump would happened if Ukraine undertook an investigation into the energy sector, which was understood to mean Burisma and specifically, the Bidens. National Security Advisor Bolton abruptly ended the meeting and said afterwards that he would not be quote, “Part of whatever drug deal Sondland and Mulvaney are cooking up on this,” end quote."
"24","Adam Schiff: (06:20) A week later on July 18th, representative of the Office of Management and Budget, the White House agency that oversees federal spending, announced on a video conference that Mulvaney, at the direction of the President, was freezing nearly $400 million in security assistance authorized and appropriated by Congress, in which the entirety of the US national security establishment supported. One week after that, Donald Trump would have the now infamous July 25th phone call with Ukrainian president, Zelensky.","Adam Schiff","06:20","A week later on July 18th, representative of the Office of Management and Budget, the White House agency that oversees federal spending, announced on a video conference that Mulvaney, at the direction of the President, was freezing nearly $400 million in security assistance authorized and appropriated by Congress, in which the entirety of the US national security establishment supported. One week after that, Donald Trump would have the now infamous July 25th phone call with Ukrainian president, Zelensky."
"25","Adam Schiff: (06:53) During that call, Trump complained that the US relationship with Ukraine had not been reciprocal. Later, Zelensky thanks Trump for his support in the area of defense and says that Ukraine is ready to purchase more Javelins, an anti-tank weapon that was among the most important deterrence of further Russian military action. Trump’s immediate response, “I would like you to do us a favor though.” Trump then requested that Zelensky investigate the discredited 2016 Crowdstrike conspiracy theory and even more ominously, look into the Bidens.","Adam Schiff","06:53","During that call, Trump complained that the US relationship with Ukraine had not been reciprocal. Later, Zelensky thanks Trump for his support in the area of defense and says that Ukraine is ready to purchase more Javelins, an anti-tank weapon that was among the most important deterrence of further Russian military action. Trump’s immediate response, “I would like you to do us a favor though.” Trump then requested that Zelensky investigate the discredited 2016 Crowdstrike conspiracy theory and even more ominously, look into the Bidens."
"26","Adam Schiff: (07:31) Neither of these investigations was in the US national interest. And neither was part of the official preparatory material for the call. Both however, were in Donald Trump’s personal interest and in the interests of his 2020 reelection campaign. And the Ukrainian president knew about both in advance because Sondland and others had been pressing Ukraine for weeks about investigations into the 2016 election, Burisma, and the Bidens.","Adam Schiff","07:31","Neither of these investigations was in the US national interest. And neither was part of the official preparatory material for the call. Both however, were in Donald Trump’s personal interest and in the interests of his 2020 reelection campaign. And the Ukrainian president knew about both in advance because Sondland and others had been pressing Ukraine for weeks about investigations into the 2016 election, Burisma, and the Bidens."
"27","Adam Schiff: (08:03) After the call, multiple individuals were concerned enough to report it to the National Security Council’s top lawyer. The White House would then take the extraordinary step of moving the call record to a highly classified server, exclusively reserved for the most sensitive intelligence matters.","Adam Schiff","08:03","After the call, multiple individuals were concerned enough to report it to the National Security Council’s top lawyer. The White House would then take the extraordinary step of moving the call record to a highly classified server, exclusively reserved for the most sensitive intelligence matters."
"28","Adam Schiff: (08:24) In the weeks that followed, Ambassador Taylor learned new facts about a scheme that Sondland, even Sondland would describe as becoming more insidious. Taylor texted Sondland quote, “Are we now saying that security assistance and White House meeting are conditioned on investigations?”","Adam Schiff","08:24","In the weeks that followed, Ambassador Taylor learned new facts about a scheme that Sondland, even Sondland would describe as becoming more insidious. Taylor texted Sondland quote, “Are we now saying that security assistance and White House meeting are conditioned on investigations?”"
"29","Adam Schiff: (08:43) As summer turned to fall, “it kept getting more insidious,” Mr. Sondland testified. Mr. Taylor, who took notes of his conversations, said the ambassador told him in a September 1st phone call that everything was dependent on the public announcement of investigations including security assistance. President Trump wanted Mr. Zelensky in a public box.","Adam Schiff","08:43","As summer turned to fall, “it kept getting more insidious,” Mr. Sondland testified. Mr. Taylor, who took notes of his conversations, said the ambassador told him in a September 1st phone call that everything was dependent on the public announcement of investigations including security assistance. President Trump wanted Mr. Zelensky in a public box."
"30","Adam Schiff: (09:10) “President Trump is a businessman,” Sondland said later. “When a businessman is about to sign a check to someone who owes him something, the businessman asks that person to pay up before signing the check.”","Adam Schiff","09:10","“President Trump is a businessman,” Sondland said later. “When a businessman is about to sign a check to someone who owes him something, the businessman asks that person to pay up before signing the check.”"
"31","Adam Schiff: (09:28) In a sworn declaration after Taylor’s testimony, Sondland would admit to telling Ukrainians at a September 1st meeting in Warsaw quote, “That resumption of US aid would likely not occur until Ukraine provided the public anti-corruption statement that we have been discussing for many weeks.”","Adam Schiff","09:28","In a sworn declaration after Taylor’s testimony, Sondland would admit to telling Ukrainians at a September 1st meeting in Warsaw quote, “That resumption of US aid would likely not occur until Ukraine provided the public anti-corruption statement that we have been discussing for many weeks.”"
"32","Adam Schiff: (09:48) The President’s chief of staff confirmed Trump’s efforts to coerce Ukraine by withholding aid. When Mick Mulvaney was asked publicly about it, his answer was breathtaking. “We do that all the time with foreign policy,” he said, “I have news for everybody. Get over it. There’s going to be political influence in foreign policy. That is going to happen.” The video of that confession is plain for all to see.","Adam Schiff","09:48","The President’s chief of staff confirmed Trump’s efforts to coerce Ukraine by withholding aid. When Mick Mulvaney was asked publicly about it, his answer was breathtaking. “We do that all the time with foreign policy,” he said, “I have news for everybody. Get over it. There’s going to be political influence in foreign policy. That is going to happen.” The video of that confession is plain for all to see."
"33","Adam Schiff: (10:19) Some have argued in the President’s defense that the aid was ultimately released. That is true. But only after Congress began an investigation. Only after the President’s lawyers learned of a whistleblower complaint. And only after members of Congress began asking uncomfortable questions about quid pro quos.","Adam Schiff","10:19","Some have argued in the President’s defense that the aid was ultimately released. That is true. But only after Congress began an investigation. Only after the President’s lawyers learned of a whistleblower complaint. And only after members of Congress began asking uncomfortable questions about quid pro quos."
"34","Adam Schiff: (10:40) A scheme to condition official acts or taxpayer funding to obtain a personal political benefit does not become less odious because it is discovered before it is fully consummated. In fact, the security assistance had been delayed so long, it would take another act of Congress to ensure that it could still go out. And that Oval Office meeting that Zelensky desperately sought, it still hasn’t happened.","Adam Schiff","10:40","A scheme to condition official acts or taxpayer funding to obtain a personal political benefit does not become less odious because it is discovered before it is fully consummated. In fact, the security assistance had been delayed so long, it would take another act of Congress to ensure that it could still go out. And that Oval Office meeting that Zelensky desperately sought, it still hasn’t happened."
"35","Adam Schiff: (11:08) Although we have learned a great deal about these events in the last several weeks, there are still missing pieces. The President has instructed the State Department and other agencies to ignore congressional subpoenas for documents. He has instructed witnesses to defy subpoenas and refuse to appear. And he has suggested that those who do expose wrongdoing should be treated like traitors and spies.","Adam Schiff","11:08","Although we have learned a great deal about these events in the last several weeks, there are still missing pieces. The President has instructed the State Department and other agencies to ignore congressional subpoenas for documents. He has instructed witnesses to defy subpoenas and refuse to appear. And he has suggested that those who do expose wrongdoing should be treated like traitors and spies."
"36","Adam Schiff: (11:34) These actions will force Congress to consider, as it did with President Nixon, whether Trump’s obstruction of the constitutional duties of Congress constituted additional grounds for impeachment. If the President can simply refuse all oversight, particularly in the context of an impeachment proceeding, the balance of power between our two branches of government will be irrevocably altered. That is not what the Founders intended. And the prospects for further corruption and abuse of power, in this administration or any other, will be exponentially increased.","Adam Schiff","11:34","These actions will force Congress to consider, as it did with President Nixon, whether Trump’s obstruction of the constitutional duties of Congress constituted additional grounds for impeachment. If the President can simply refuse all oversight, particularly in the context of an impeachment proceeding, the balance of power between our two branches of government will be irrevocably altered. That is not what the Founders intended. And the prospects for further corruption and abuse of power, in this administration or any other, will be exponentially increased."
"37","Adam Schiff: (12:11) This is what we believe the testimony will show, both as to the President’s conduct and as to his obstruction of Congress. The issue that we confront is the one posed by the President’s acting Chief of Staff when he challenged Americans to “get over it.” If we find that the President of the United States abused his power and invited foreign interference in our elections, or if he sought to condition, coerce, extort, or bribe an ally into conducting investigations to aid his reelection campaign and did so by withholding official acts, a White House meeting or hundreds of millions of dollars of needed military aid, must we simply “get over it”?","Adam Schiff","12:11","This is what we believe the testimony will show, both as to the President’s conduct and as to his obstruction of Congress. The issue that we confront is the one posed by the President’s acting Chief of Staff when he challenged Americans to “get over it.” If we find that the President of the United States abused his power and invited foreign interference in our elections, or if he sought to condition, coerce, extort, or bribe an ally into conducting investigations to aid his reelection campaign and did so by withholding official acts, a White House meeting or hundreds of millions of dollars of needed military aid, must we simply “get over it”?"
"38","Adam Schiff: (12:57) Is this what Americans should now expect from their president? If this is not impeachable conduct, what is? Does the oath of office itself, requiring that our laws be faithfully executed, that our president defend a constitution that balances the powers of its branches, setting ambition against ambition so we become no monarchy, still have meaning?","Adam Schiff","12:57","Is this what Americans should now expect from their president? If this is not impeachable conduct, what is? Does the oath of office itself, requiring that our laws be faithfully executed, that our president defend a constitution that balances the powers of its branches, setting ambition against ambition so we become no monarchy, still have meaning?"
"39","Adam Schiff: (13:24) These are the questions we must ask and answer. Without rancor if we can, without delay regardless, and without party favor and without prejudice if we are true to our responsibilities. Benjamin Franklin was asked what kind of a country America was to become. “A Republic, he answered, “if you can keep it.” The fundamental issue raised by the impeachment inquiry into Donald J. Trump is, “Can we keep it?”","Adam Schiff","13:24","These are the questions we must ask and answer. Without rancor if we can, without delay regardless, and without party favor and without prejudice if we are true to our responsibilities. Benjamin Franklin was asked what kind of a country America was to become. “A Republic, he answered, “if you can keep it.” The fundamental issue raised by the impeachment inquiry into Donald J. Trump is, “Can we keep it?”"
"40","Devin Nunes: (00:00) In a July open hearing of this committee following publication of the Mueller report, the Democrats engaged in a last-ditch effort to convince the American people that President Trump is a Russian agent. That hearing was the pitiful finale of a three year long operation by the Democrats, the corrupt media and partisan bureaucrats to overturn the results of the 2016 election. After the spectacular implosion of their Russia hoax on July 24th in which they spent years denouncing any Republican, whoever shook hands with a Russian. On July 25th they turned on a dime and now claim the real malfeasance is Republican’s dealings with Ukraine. In the blink of an eye, we’re asked to simply forget about Democrats on this committee falsely claiming they had more than circumstantial evidence of collusion between President Trump and Russians. We should forget about them reading fabrications of Trump, Russia, collusion from the steel dossier into the congressional record.","Devin Nunes","00:00","In a July open hearing of this committee following publication of the Mueller report, the Democrats engaged in a last-ditch effort to convince the American people that President Trump is a Russian agent. That hearing was the pitiful finale of a three year long operation by the Democrats, the corrupt media and partisan bureaucrats to overturn the results of the 2016 election. After the spectacular implosion of their Russia hoax on July 24th in which they spent years denouncing any Republican, whoever shook hands with a Russian. On July 25th they turned on a dime and now claim the real malfeasance is Republican’s dealings with Ukraine. In the blink of an eye, we’re asked to simply forget about Democrats on this committee falsely claiming they had more than circumstantial evidence of collusion between President Trump and Russians. We should forget about them reading fabrications of Trump, Russia, collusion from the steel dossier into the congressional record."
"41","Devin Nunes: (01:13) We should also forget about them trying to obtain nude pictures of Trump from Russian pranksters who pretended to be Ukrainian officials. We should forget about them leaking a false story to CNN while he was still testifying to our committee claiming that Donald Trump jr. was colluding with WikiLeaks. And forget about countless other deceptions, large and small that make them the last people on earth with the credibility to hurl more preposterous accusations at their political opponents.","Devin Nunes","01:13","We should also forget about them trying to obtain nude pictures of Trump from Russian pranksters who pretended to be Ukrainian officials. We should forget about them leaking a false story to CNN while he was still testifying to our committee claiming that Donald Trump jr. was colluding with WikiLeaks. And forget about countless other deceptions, large and small that make them the last people on earth with the credibility to hurl more preposterous accusations at their political opponents."
"42","Devin Nunes: (01:49) And yet now here we are, we’re supposed to take these people at face value when they trot out a new batch of allegations. But anyone familiar with the Democrats, scorched earth war against President Trump would not be surprised to see all the typical signs that this is a carefully orchestrated media smear campaign. For example, after vowing publicly that impeachment requires bipartisan support, Democrats are pushing impeachment forward without the backing of a single Republican.","Devin Nunes","01:49","And yet now here we are, we’re supposed to take these people at face value when they trot out a new batch of allegations. But anyone familiar with the Democrats, scorched earth war against President Trump would not be surprised to see all the typical signs that this is a carefully orchestrated media smear campaign. For example, after vowing publicly that impeachment requires bipartisan support, Democrats are pushing impeachment forward without the backing of a single Republican."
"43","Devin Nunes: (02:23) The witnesses deemed suitable for television by the Democrats were put through a closed-door audition process and a cult-like atmosphere in the basement of the Capitol where Democrats conducted secret depositions, released a flood of misleading and one-sided leaks and later selectively release transcripts in a highly staged manner. Violating their own guidelines Democrats repeatedly redacted from the transcripts the name of Alexandra Chalupa. A contractor for the Democratic National Committee who worked with Ukrainian officials to collect dirt on the Trump campaign, which she provided to the DNC and the Hillary Clinton campaign. The Democrats rejected most of the Republican’s witness request, resulting in a horrifically one-sided process where the crucial witnesses are denied a platform if their testimony does not support the Democrats absurd accusations. Notably, they are trying to impeach the president for inquiring about Hunter Biden’s activities. Yet they refuse our request to hear from Biden himself.","Devin Nunes","02:23","The witnesses deemed suitable for television by the Democrats were put through a closed-door audition process and a cult-like atmosphere in the basement of the Capitol where Democrats conducted secret depositions, released a flood of misleading and one-sided leaks and later selectively release transcripts in a highly staged manner. Violating their own guidelines Democrats repeatedly redacted from the transcripts the name of Alexandra Chalupa. A contractor for the Democratic National Committee who worked with Ukrainian officials to collect dirt on the Trump campaign, which she provided to the DNC and the Hillary Clinton campaign. The Democrats rejected most of the Republican’s witness request, resulting in a horrifically one-sided process where the crucial witnesses are denied a platform if their testimony does not support the Democrats absurd accusations. Notably, they are trying to impeach the president for inquiring about Hunter Biden’s activities. Yet they refuse our request to hear from Biden himself."
"44","Devin Nunes: (03:37) The whistleblower was acknowledged to have a bias against President Trump, and his attorney touted a coup against the president and called for his impeachment just weeks after the election. At a prior hearing, Democrats on this committee, read out a purely fictitious rendition of the president’s phone call with President Zelensky. They clearly found the real conversation to be insufficient for their impeachment narrative, so they just made up a new one.","Devin Nunes","03:37","The whistleblower was acknowledged to have a bias against President Trump, and his attorney touted a coup against the president and called for his impeachment just weeks after the election. At a prior hearing, Democrats on this committee, read out a purely fictitious rendition of the president’s phone call with President Zelensky. They clearly found the real conversation to be insufficient for their impeachment narrative, so they just made up a new one."
"45","Devin Nunes: (04:09) And most egregiously the staff of the Democrats on this committee had direct discussions with the whistleblower before his or her complaint was submitted to the inspector general. Republicans can’t get a full account of these contacts because Democrats broke their promise to have the whistleblower testify to this committee. Democrat members hid these contacts from Republicans and then lied about them to the American people on national television.","Devin Nunes","04:09","And most egregiously the staff of the Democrats on this committee had direct discussions with the whistleblower before his or her complaint was submitted to the inspector general. Republicans can’t get a full account of these contacts because Democrats broke their promise to have the whistleblower testify to this committee. Democrat members hid these contacts from Republicans and then lied about them to the American people on national television."
"46","Devin Nunes: (04:38) I’ve noted before, the Democrats have a long habit of accusing Republicans of offenses they themselves are committing. Let’s recall for years they accused the Trump campaign of colluding with Russia when they themselves were colluding with Russia by funding and spreading the Steele dossier, which relied on Russian sources. And now they accused President Trump of malfeasance and Ukraine when they themselves are culpable. The Democrats cooperated in Ukrainian election meddling, and they defend Hunter Biden’s securing of a lavishly paid position with a corrupt Ukrainian company. All while his father served as vice president.","Devin Nunes","04:38","I’ve noted before, the Democrats have a long habit of accusing Republicans of offenses they themselves are committing. Let’s recall for years they accused the Trump campaign of colluding with Russia when they themselves were colluding with Russia by funding and spreading the Steele dossier, which relied on Russian sources. And now they accused President Trump of malfeasance and Ukraine when they themselves are culpable. The Democrats cooperated in Ukrainian election meddling, and they defend Hunter Biden’s securing of a lavishly paid position with a corrupt Ukrainian company. All while his father served as vice president."
"47","Devin Nunes: (05:22) Despite this hypocrisy, the Democrats are advancing their impeachment sham, but we should not hold any hearings at all until we get answers to three crucial questions the Democrats are determined to avoid asking. First, what is the full extent of the Democrats prior coordination with the whistleblower? And who else did the whistleblower coordinate this effort with? Second, what is the full extent of Ukraine’s election meddling against the Trump campaign? And third, why did Burisma hire Hunter Biden and what did he do for them? And did his position affect any US government actions under the Obama administration? These questions will remain outstanding because Republicans were denied the right to call witnesses that know these answers.","Devin Nunes","05:22","Despite this hypocrisy, the Democrats are advancing their impeachment sham, but we should not hold any hearings at all until we get answers to three crucial questions the Democrats are determined to avoid asking. First, what is the full extent of the Democrats prior coordination with the whistleblower? And who else did the whistleblower coordinate this effort with? Second, what is the full extent of Ukraine’s election meddling against the Trump campaign? And third, why did Burisma hire Hunter Biden and what did he do for them? And did his position affect any US government actions under the Obama administration? These questions will remain outstanding because Republicans were denied the right to call witnesses that know these answers."
"48","Devin Nunes: (06:17) What we will witness today is a televised theatrical performance stage by the Democrats. Ambassador Taylor and Mr. Kent, I’d like to welcome you here. I’d like to congratulate you for passing the Democrats star chamber additions held for the last weeks in the basement of the Capitol. It seems you agreed witting or unwittingly to participate in a drama, but the main performance the Russia hoax has ended and you’ve been cast in the low rent Ukrainian sequel.","Devin Nunes","06:17","What we will witness today is a televised theatrical performance stage by the Democrats. Ambassador Taylor and Mr. Kent, I’d like to welcome you here. I’d like to congratulate you for passing the Democrats star chamber additions held for the last weeks in the basement of the Capitol. It seems you agreed witting or unwittingly to participate in a drama, but the main performance the Russia hoax has ended and you’ve been cast in the low rent Ukrainian sequel."
"49","Devin Nunes: (06:54) I’ll conclude by noting the immense damage the politicized bureaucracy has done to Americans’ faith in government. Though executive branch employees are charged with implementing the policies set by our president who is elected and responsible to the American people. Elements of the civil service have decided that they not the president are really in charge.","Devin Nunes","06:54","I’ll conclude by noting the immense damage the politicized bureaucracy has done to Americans’ faith in government. Though executive branch employees are charged with implementing the policies set by our president who is elected and responsible to the American people. Elements of the civil service have decided that they not the president are really in charge."
"50","Devin Nunes: (07:19) Thus, as we’ll learn in these hearings. After expressing skepticism of foreign aid and concern about foreign corruption on the campaign trail, President Trump outraged the bureaucracy by acting skeptically about foreign aid and expressing concerns about foreign corruption. Officials alarm at the president’s actions was typically based on second hand, third hand, and even fourth hand rumors and innuendo. They believed it was an outrage for the president to fire an ambassador. Even though the president has full authority to retain or remove diplomats for any reason, at any time.","Devin Nunes","07:19","Thus, as we’ll learn in these hearings. After expressing skepticism of foreign aid and concern about foreign corruption on the campaign trail, President Trump outraged the bureaucracy by acting skeptically about foreign aid and expressing concerns about foreign corruption. Officials alarm at the president’s actions was typically based on second hand, third hand, and even fourth hand rumors and innuendo. They believed it was an outrage for the president to fire an ambassador. Even though the president has full authority to retain or remove diplomats for any reason, at any time."
"51","Devin Nunes: (08:01) Officials show the surprising lack of interest in the indications of Ukrainian election meddling that deeply concerned the president at whose pleasure they serve. Despite all their dissatisfaction with President Trump’s Ukraine policy, the president approved the supply of weapons to Ukraine. Unlike the previous administration, which provided blankets as defense against invading Russians. By undermining the president, who they are supposed to be serving, the elements of the FBI, the Department of Justice, and now the State Department have lost the confidence of millions of Americans who believe that their vote should count for something. It will take years, if not decades, to restore faith in these institutions.","Devin Nunes","08:01","Officials show the surprising lack of interest in the indications of Ukrainian election meddling that deeply concerned the president at whose pleasure they serve. Despite all their dissatisfaction with President Trump’s Ukraine policy, the president approved the supply of weapons to Ukraine. Unlike the previous administration, which provided blankets as defense against invading Russians. By undermining the president, who they are supposed to be serving, the elements of the FBI, the Department of Justice, and now the State Department have lost the confidence of millions of Americans who believe that their vote should count for something. It will take years, if not decades, to restore faith in these institutions."
"52","Devin Nunes: (08:54) This spectacle is doing great damage to our country. It’s nothing more than an impeachment process in search of a crime. With that, I yield back.","Devin Nunes","08:54","This spectacle is doing great damage to our country. It’s nothing more than an impeachment process in search of a crime. With that, I yield back."
