"","original","person","timeStamp","comment"
"11","Adam Schiff: (07:12) One week later, on July 25th, President Trump spoke with President Zelensky by phone. When President Zelensky brought up US military support and noted that Ukraine would like to buy more Javelin anti-tank missiles from the United States, Trump responded by saying, “I would like you to do us a favor, though.” Trump then requested that Zelensky investigate the discredited conspiracy theory that Ukraine interfered in the 2016 US election. Even more ominously, Trump asked Zelensky to look into the Bidens. Neither request had been included in the official talking points for the call prepared by the NSC staff, but both were in Donald Trump’s personal interest, and in the interests of his 2020 re-election campaign. And the Ukrainian president knew about both in advance, in part because of efforts by Ambassadors Sondland and Volker to make him aware of President Trump’s demands.","Adam Schiff","07:12","One week later, on July 25th, President Trump spoke with President Zelensky by phone. When President Zelensky brought up US military support and noted that Ukraine would like to buy more Javelin anti-tank missiles from the United States, Trump responded by saying, “I would like you to do us a favor, though.” Trump then requested that Zelensky investigate the discredited conspiracy theory that Ukraine interfered in the 2016 US election. Even more ominously, Trump asked Zelensky to look into the Bidens. Neither request had been included in the official talking points for the call prepared by the NSC staff, but both were in Donald Trump’s personal interest, and in the interests of his 2020 re-election campaign. And the Ukrainian president knew about both in advance, in part because of efforts by Ambassadors Sondland and Volker to make him aware of President Trump’s demands."
"12","Adam Schiff: (08:06) The next day, July 26, in Kyiv, Holmes served as a note-taker during a meeting between acting Ambassador Bill Taylor, Volker and Sondland, with President Zelensky and other senior Ukrainian officials. Zelensky said that on the previous day’s call, President Trump had “three times” raised some very sensitive issues that he would have to follow up on those issues when they met in person. Although he did not realize it at the time, Holmes came to understand that the sensitive issues were the investigations that President Trump demanded on the July 25th call.","Adam Schiff","08:06","The next day, July 26, in Kyiv, Holmes served as a note-taker during a meeting between acting Ambassador Bill Taylor, Volker and Sondland, with President Zelensky and other senior Ukrainian officials. Zelensky said that on the previous day’s call, President Trump had “three times” raised some very sensitive issues that he would have to follow up on those issues when they met in person. Although he did not realize it at the time, Holmes came to understand that the sensitive issues were the investigations that President Trump demanded on the July 25th call."
"13","Adam Schiff: (08:52) Following the meeting with Zelensky, Holmes accompanied Sondland to a separate meeting with one of the Ukrainian president’s top advisors, Andriy Yermak. But Holmes was not allowed into the meeting and waited for thirty minutes while Sondland and the Ukrainian met alone without any note-takers to record what they said. After the meeting, Sondland, Holmes and two other State Department staff went to lunch at a nearby restaurant and sat on an outdoor terrace. At some point during the meal, Sondland pulled out his cell phone, placed a call to the White House, and asked to be connected to the President.","Adam Schiff","08:52","Following the meeting with Zelensky, Holmes accompanied Sondland to a separate meeting with one of the Ukrainian president’s top advisors, Andriy Yermak. But Holmes was not allowed into the meeting and waited for thirty minutes while Sondland and the Ukrainian met alone without any note-takers to record what they said. After the meeting, Sondland, Holmes and two other State Department staff went to lunch at a nearby restaurant and sat on an outdoor terrace. At some point during the meal, Sondland pulled out his cell phone, placed a call to the White House, and asked to be connected to the President."
"14","Adam Schiff: (09:29) When Trump came on the line, Holmes could hear the President’s voice clearly. Holmes recalled that “the President’s voice was very loud and recognizable, and Ambassador Sondland held the phone away from his ear for a period of time, presumably because of the loud volume.” Sondland said he was calling from Kyiv. He told the President that President Zelensky loves your ass. Holmes then heard President Trump ask, “So he’s going to do the investigation?” Ambassador Sondland replied, ” He’s going to do it,” adding that, “President Zelensky will do anything you ask him.”","Adam Schiff","09:29","When Trump came on the line, Holmes could hear the President’s voice clearly. Holmes recalled that “the President’s voice was very loud and recognizable, and Ambassador Sondland held the phone away from his ear for a period of time, presumably because of the loud volume.” Sondland said he was calling from Kyiv. He told the President that President Zelensky loves your ass. Holmes then heard President Trump ask, “So he’s going to do the investigation?” Ambassador Sondland replied, ” He’s going to do it,” adding that, “President Zelensky will do anything you ask him.”"
"15","Adam Schiff: (10:07) After the call ended, Holmes took the opportunity to ask Sondland for his candid impression of the President’s views on Ukraine. It was at this point that Sondland revealed that President Trump doesn’t give a expletive about Ukraine. The President only cares about big stuff, that benefits the president, like the Biden investigation that Mr. Giuliani was pushing. A month later, National Security Advisor, Bolton, traveled to Kyiv. Between meetings with Ukrainian government officials, Holmes heard Bolton express to Ambassador Bill Taylor his frustration about Mr. Giuliani’s influence with the President. Bolton made clear, however, there was nothing he could do about it. Bolton further stated that the hold on security assistance would not be lifted prior to the upcoming meeting between President Trump and Zelensky in Warsaw, where it would hang on whether Zelensky was able to favorably impress President Trump.","Adam Schiff","10:07","After the call ended, Holmes took the opportunity to ask Sondland for his candid impression of the President’s views on Ukraine. It was at this point that Sondland revealed that President Trump doesn’t give a expletive about Ukraine. The President only cares about big stuff, that benefits the president, like the Biden investigation that Mr. Giuliani was pushing. A month later, National Security Advisor, Bolton, traveled to Kyiv. Between meetings with Ukrainian government officials, Holmes heard Bolton express to Ambassador Bill Taylor his frustration about Mr. Giuliani’s influence with the President. Bolton made clear, however, there was nothing he could do about it. Bolton further stated that the hold on security assistance would not be lifted prior to the upcoming meeting between President Trump and Zelensky in Warsaw, where it would hang on whether Zelensky was able to favorably impress President Trump."
"16","Adam Schiff: (11:03) Trump canceled his trip to Warsaw, but Sondland, Volker and others continued to press for a public announcement of the opening of investigations by Zelensky. On September 8, Taylor told Holmes that, “Now they’re insisting Zelensky commit to the investigation in an interview with CNN.” Holmes was surprised the requirement was so specific and concrete, since it amounted to nothing less than a ” demand that President Zelensky personally commit to a specific investigation of President Trump’s political rival on a cable news channel.”","Adam Schiff","11:03","Trump canceled his trip to Warsaw, but Sondland, Volker and others continued to press for a public announcement of the opening of investigations by Zelensky. On September 8, Taylor told Holmes that, “Now they’re insisting Zelensky commit to the investigation in an interview with CNN.” Holmes was surprised the requirement was so specific and concrete, since it amounted to nothing less than a ” demand that President Zelensky personally commit to a specific investigation of President Trump’s political rival on a cable news channel.”"
"17","Adam Schiff: (11:41) On September 9, this Committee along with the Foreign Affairs and Oversight committees, launched our investigation of this corrupt scheme. President Trump released the hold on aid two days later. As CNN’s Fareed Zakaria has revealed, the Ukrainians canceled the CNN interview shortly thereafter. Two weeks later, on September 25, the transcript of the July 25th call was released by the White House, and the details of the President’s scheme started coming into view.","Adam Schiff","11:41","On September 9, this Committee along with the Foreign Affairs and Oversight committees, launched our investigation of this corrupt scheme. President Trump released the hold on aid two days later. As CNN’s Fareed Zakaria has revealed, the Ukrainians canceled the CNN interview shortly thereafter. Two weeks later, on September 25, the transcript of the July 25th call was released by the White House, and the details of the President’s scheme started coming into view."
"18","Adam Schiff: (12:10) In the coming days, Congress will determine what response is appropriate. If the President abused his power and invited foreign interference in our elections, if he sought to condition, coerce, extort, or bribe a vulnerable ally into conducting investigations to aid his reelection campaign and did so by withholding official acts, a White House meeting or hundreds of millions of dollars of needed military aid, it will be for us to decide whether those acts are compatible with the Office of the Presidency. I now recognize ranking member Nunes for any remarks he would like to make.","Adam Schiff","12:10","In the coming days, Congress will determine what response is appropriate. If the President abused his power and invited foreign interference in our elections, if he sought to condition, coerce, extort, or bribe a vulnerable ally into conducting investigations to aid his reelection campaign and did so by withholding official acts, a White House meeting or hundreds of millions of dollars of needed military aid, it will be for us to decide whether those acts are compatible with the Office of the Presidency. I now recognize ranking member Nunes for any remarks he would like to make."
"19","Devin Nunes: (12:46) Thank you. Throughout these bizarre hearings, the Democrats have struggled to make the case that President Trump committed some impeachable offense on his phone call with Ukrainian president Zelensky. The offense itself changes depending on the day ranging from quid pro quo to extortion, to bribery, to obstruction of justice, then back to quid pro quo. It’s clear why the Democrats have been forced onto this carousel of accusations. President Trump had good reason to be wary of Ukrainian election meddling against his campaign and of widespread corruption in that country. President Zelensky, who didn’t even know aid to Ukraine had been paused at the time of the call, has repeatedly said there was nothing wrong with the conversation. The aid was resumed without the Ukrainians taking the actions they were supposedly being coerced into doing.","Devin Nunes","12:46","Thank you. Throughout these bizarre hearings, the Democrats have struggled to make the case that President Trump committed some impeachable offense on his phone call with Ukrainian president Zelensky. The offense itself changes depending on the day ranging from quid pro quo to extortion, to bribery, to obstruction of justice, then back to quid pro quo. It’s clear why the Democrats have been forced onto this carousel of accusations. President Trump had good reason to be wary of Ukrainian election meddling against his campaign and of widespread corruption in that country. President Zelensky, who didn’t even know aid to Ukraine had been paused at the time of the call, has repeatedly said there was nothing wrong with the conversation. The aid was resumed without the Ukrainians taking the actions they were supposedly being coerced into doing."
"20","Devin Nunes: (13:47) Aid to Ukraine under President Trump has been much more robust than it was under President Obama. Thanks to the provision of Javelin anti-tank weapons. As numerous witnesses have testified, temporary holds on foreign aid occur fairly frequently for many different reasons. So how do we have an impeachable offense here when there’s no actual misdeed and no one even claiming to be a victim? The Democrats have tried to solve this dilemma with a simple slogan, “he got caught.” President Trump, we are to believe, was just about to do something wrong and getting caught was the only reason he backed down from whatever nefarious thought crime the Democrats are accusing him of almost committing.","Devin Nunes","13:47","Aid to Ukraine under President Trump has been much more robust than it was under President Obama. Thanks to the provision of Javelin anti-tank weapons. As numerous witnesses have testified, temporary holds on foreign aid occur fairly frequently for many different reasons. So how do we have an impeachable offense here when there’s no actual misdeed and no one even claiming to be a victim? The Democrats have tried to solve this dilemma with a simple slogan, “he got caught.” President Trump, we are to believe, was just about to do something wrong and getting caught was the only reason he backed down from whatever nefarious thought crime the Democrats are accusing him of almost committing."
"21","Devin Nunes: (14:44) I once again urge Americans to continue to consider the credibility of the Democrats on this Committee, who are now hurling these charges for the last three years. It’s not president Trump who got caught, it’s the Democrats who got caught. They got caught falsely claiming they had more than circumstantial evidence that Trump colluded with Russians to hack the 2016 election. They got caught orchestrating this entire farce with the whistleblower and lying about their secret meetings with him. They got caught defending the false allegations of the Steele dossier, which was paid for by them. They got caught breaking their promise that impeachment would only go forward with bipartisan support because of how damaging it is to the American people.","Devin Nunes","14:44","I once again urge Americans to continue to consider the credibility of the Democrats on this Committee, who are now hurling these charges for the last three years. It’s not president Trump who got caught, it’s the Democrats who got caught. They got caught falsely claiming they had more than circumstantial evidence that Trump colluded with Russians to hack the 2016 election. They got caught orchestrating this entire farce with the whistleblower and lying about their secret meetings with him. They got caught defending the false allegations of the Steele dossier, which was paid for by them. They got caught breaking their promise that impeachment would only go forward with bipartisan support because of how damaging it is to the American people."
"22","Devin Nunes: (15:52) They got caught running a sham impeachment process between secret depositions, hidden transcripts, and an unending flood of Democrat leaks to the media. They got caught trying to obtain nude photos of President Trump from Russian pranksters pretending to be Ukrainians, and they got caught covering up for Alexandra Chalupa, a Democratic National Committee operative, who colluded with Ukrainian officials to smear the Trump campaign by improperly redacting her name from deposition transcripts, and refusing to let Americans hear her testimony as a witness in these proceedings. That is the Democrats pitiful legacy in recent years. They got caught.","Devin Nunes","15:52","They got caught running a sham impeachment process between secret depositions, hidden transcripts, and an unending flood of Democrat leaks to the media. They got caught trying to obtain nude photos of President Trump from Russian pranksters pretending to be Ukrainians, and they got caught covering up for Alexandra Chalupa, a Democratic National Committee operative, who colluded with Ukrainian officials to smear the Trump campaign by improperly redacting her name from deposition transcripts, and refusing to let Americans hear her testimony as a witness in these proceedings. That is the Democrats pitiful legacy in recent years. They got caught."
"23","Devin Nunes: (16:53) Meanwhile, their supposed star witness testified that he was guessing that President Trump was tying Ukrainian aid to investigations despite no one telling him that was true, and the president himself explicitly telling him the opposite, that he wanted nothing from Ukraine. Ladies and gentlemen, unless the Democrats once again scramble their kangaroo court rules, today’s hearing marks the merciful end of this spectacle in the Impeachment Committee, formerly known as the Intelligence Committee. Whether the Democrats reap the political benefit they want from this impeachment remains to be seen, but the damage they have done to this country will be long lasting. Will this wrenching attempt to overthrow the president? They have pitted Americans against one another and poison the mind of fanatics who actually believe the entire galaxy of bizarre accusations. They have level against the president since the day the American people elected him.","Devin Nunes","16:53","Meanwhile, their supposed star witness testified that he was guessing that President Trump was tying Ukrainian aid to investigations despite no one telling him that was true, and the president himself explicitly telling him the opposite, that he wanted nothing from Ukraine. Ladies and gentlemen, unless the Democrats once again scramble their kangaroo court rules, today’s hearing marks the merciful end of this spectacle in the Impeachment Committee, formerly known as the Intelligence Committee. Whether the Democrats reap the political benefit they want from this impeachment remains to be seen, but the damage they have done to this country will be long lasting. Will this wrenching attempt to overthrow the president? They have pitted Americans against one another and poison the mind of fanatics who actually believe the entire galaxy of bizarre accusations. They have level against the president since the day the American people elected him."
"24","Devin Nunes: (18:06) I sincerely hope the Democrats in this affair as quickly as possible so our nation can begin to heal the many wounds it has inflicted on us. The people’s faith in government and their belief that their vote counts for something has been shaken. From the Russia hoax to this shotty Ukrainian sequel, the Democrats got caught. Let’s hope they finally learn a lesson, give their conspiracy theories a rest, and focus on governing for a change. In addition, Mr. Chairman, pursuant to House Rule XI, clause 2(j)(1), the Republican members transmit a request to convene a minority day of hearings. Today you have blocked key witnesses that we have requested from testifying in this partisan impeachment inquiry. This rule was not displaced by H.Res.660, and therefore under House Rule 11 clause 1(a), it applies to the Democrats impeachment inquiry. We look forward to the chair promptly scheduling an agreed upon time for the minority day of hearings so that we can hear from key witnesses that you have continually blocked from testifying.","Devin Nunes","18:06","I sincerely hope the Democrats in this affair as quickly as possible so our nation can begin to heal the many wounds it has inflicted on us. The people’s faith in government and their belief that their vote counts for something has been shaken. From the Russia hoax to this shotty Ukrainian sequel, the Democrats got caught. Let’s hope they finally learn a lesson, give their conspiracy theories a rest, and focus on governing for a change. In addition, Mr. Chairman, pursuant to House Rule XI, clause 2(j)(1), the Republican members transmit a request to convene a minority day of hearings. Today you have blocked key witnesses that we have requested from testifying in this partisan impeachment inquiry. This rule was not displaced by H.Res.660, and therefore under House Rule 11 clause 1(a), it applies to the Democrats impeachment inquiry. We look forward to the chair promptly scheduling an agreed upon time for the minority day of hearings so that we can hear from key witnesses that you have continually blocked from testifying."
"25","Devin Nunes: (19:26) I’d also like to take a quick moment on an assertion Ms. Hill made in the statement that she submitted to this Committee, in which she claimed that some Committee members deny that Russia meddled in the 2016 election. As I noted in my opening statement on Wednesday, but in March, 2018, Intelligence Committee Republicans published the results of a year long investigation into Russian meddling. The 240 page report analyzed 2016 Russian meddling campaign, the US government reaction to it, Russian campaigns in other countries and provided specific recommendations to improve American election security. I would asked my staff to hand these reports to our two witnesses today just so I can have a recollection of their memory. As America may or may not know, Democrats refused to sign on to the Republican report. Instead, they decided to adopt minority views, filled with collusion conspiracy theories. Needless to say, it is entirely possible for two separate nations to engage in election meddling at the same time, and Republicans believe we should take meddling seriously by all foreign countries regardless of which campaign is the target. I’d like to submit for the record, a copy of our report titled Report on Russian Active Measures. I yield back.","Devin Nunes","19:26","I’d also like to take a quick moment on an assertion Ms. Hill made in the statement that she submitted to this Committee, in which she claimed that some Committee members deny that Russia meddled in the 2016 election. As I noted in my opening statement on Wednesday, but in March, 2018, Intelligence Committee Republicans published the results of a year long investigation into Russian meddling. The 240 page report analyzed 2016 Russian meddling campaign, the US government reaction to it, Russian campaigns in other countries and provided specific recommendations to improve American election security. I would asked my staff to hand these reports to our two witnesses today just so I can have a recollection of their memory. As America may or may not know, Democrats refused to sign on to the Republican report. Instead, they decided to adopt minority views, filled with collusion conspiracy theories. Needless to say, it is entirely possible for two separate nations to engage in election meddling at the same time, and Republicans believe we should take meddling seriously by all foreign countries regardless of which campaign is the target. I’d like to submit for the record, a copy of our report titled Report on Russian Active Measures. I yield back."
"26","Adam Schiff: (21:22) Today we are joined by Dr. Fiona Hill and David Holmes. Dr Fiona Hill is a former deputy assistant to the president and senior director for Europe and Russia on the National Security Council. Before returning to government, she was a senior fellow at the Brookings Institution where she directed the center on the United States in Europe. She previously worked at the National Intelligence Council, the Eurasia Foundation, and the John F. Kennedy School of Government. David Holmes is the Political Counselor at the US Embassy in Kyiv, where he serves as the Senior Policy and Political Advisor to Ambassador Taylor, who testified earlier in these hearings. He is a career Foreign Service Officer. He has previously served in Moscow, New Delhi, Kabul, Bogota and Pristina. He has also served on the staff of the National Security Council as special assistant to the United States Secretary of State.","Adam Schiff","21:22","Today we are joined by Dr. Fiona Hill and David Holmes. Dr Fiona Hill is a former deputy assistant to the president and senior director for Europe and Russia on the National Security Council. Before returning to government, she was a senior fellow at the Brookings Institution where she directed the center on the United States in Europe. She previously worked at the National Intelligence Council, the Eurasia Foundation, and the John F. Kennedy School of Government. David Holmes is the Political Counselor at the US Embassy in Kyiv, where he serves as the Senior Policy and Political Advisor to Ambassador Taylor, who testified earlier in these hearings. He is a career Foreign Service Officer. He has previously served in Moscow, New Delhi, Kabul, Bogota and Pristina. He has also served on the staff of the National Security Council as special assistant to the United States Secretary of State."
"27","Adam Schiff: (22:19) Two final points before our witnesses are sworn. First witness depositions as part of this inquiry were unclassified in nature, and all open hearings will also be held at the unclassified level. Any information that may touch on classified information will be addressed separately. Second, Congress will not tolerate any reprisal, threat of reprisal or attempt to retaliate against any US government official for testifying before Congress, including you or any of your colleagues. If you would please rise, raise your right hand, I will begin by swearing you in. Do you swear or affirm that the testimony you are about to give is the truth, the whole truth and nothing but the truth, so help you God. Let the record show that the witness has answered in the affirmative. Thank you and you may be seated.","Adam Schiff","22:19","Two final points before our witnesses are sworn. First witness depositions as part of this inquiry were unclassified in nature, and all open hearings will also be held at the unclassified level. Any information that may touch on classified information will be addressed separately. Second, Congress will not tolerate any reprisal, threat of reprisal or attempt to retaliate against any US government official for testifying before Congress, including you or any of your colleagues. If you would please rise, raise your right hand, I will begin by swearing you in. Do you swear or affirm that the testimony you are about to give is the truth, the whole truth and nothing but the truth, so help you God. Let the record show that the witness has answered in the affirmative. Thank you and you may be seated."
"28","Adam Schiff: (23:11) The microphones are sensitive, so you’ll need to speak directly into them. Without objection, your written statements will be made part of the record. With that Mr. Holmes, you are now recognized for your opening statement and when you conclude, Dr. Hill, you’ll be immediately recognized thereafter for your opening statement.","Adam Schiff","23:11","The microphones are sensitive, so you’ll need to speak directly into them. Without objection, your written statements will be made part of the record. With that Mr. Holmes, you are now recognized for your opening statement and when you conclude, Dr. Hill, you’ll be immediately recognized thereafter for your opening statement."
