"","original","person","timeStamp","comment"
"11","Adam Schiff: (07:10) Both Col. Vindman and Ms. Williams also took note of the explicit use of the word Burisma by Zelensky, a fact conspicuously left out of the record of the call, now locked away on an ultra-secure server. Col. Vindman believed that Zelensky must have been prepped for the call to be able to make the connection between Biden and Burisma, a fact that other witnesses have now confirmed.","Adam Schiff","07:10","Both Col. Vindman and Ms. Williams also took note of the explicit use of the word Burisma by Zelensky, a fact conspicuously left out of the record of the call, now locked away on an ultra-secure server. Col. Vindman believed that Zelensky must have been prepped for the call to be able to make the connection between Biden and Burisma, a fact that other witnesses have now confirmed."
"12","Adam Schiff: (07:33) In the weeks that followed the July 25 call, Col. Vindman continued to push for a release of the military aid to Ukraine, and struggled to learn why it was being withheld. More disturbing, word of the hold had reached Ukrainian officials prior to it becoming public. By mid-August, the Ukrainian Deputy Ambassador asked Vindman why the United States was withholding the aid. Although Vindman didn’t have an answer, Sondland made it explicit to the Ukrainians at a meeting in Warsaw: They needed to publicly commit to these two investigations if they hoped to get the aid.","Adam Schiff","07:33","In the weeks that followed the July 25 call, Col. Vindman continued to push for a release of the military aid to Ukraine, and struggled to learn why it was being withheld. More disturbing, word of the hold had reached Ukrainian officials prior to it becoming public. By mid-August, the Ukrainian Deputy Ambassador asked Vindman why the United States was withholding the aid. Although Vindman didn’t have an answer, Sondland made it explicit to the Ukrainians at a meeting in Warsaw: They needed to publicly commit to these two investigations if they hoped to get the aid."
"13","Adam Schiff: (08:09) Ms. Williams, we all saw the President’s tweet about you on Sunday afternoon and the insults he hurled at Ambassador Yovanovich last Friday. You are here today, and the American people are grateful. Col. Vindman, we have seen far more scurrilous attacks on your character, and watched as certain personalities on Fox have questioned your loyalty. I note that you have shed blood for America, and we owe you an immense debt of gratitude. I hope no one on this committee will become part of those vicious attacks.","Adam Schiff","08:09","Ms. Williams, we all saw the President’s tweet about you on Sunday afternoon and the insults he hurled at Ambassador Yovanovich last Friday. You are here today, and the American people are grateful. Col. Vindman, we have seen far more scurrilous attacks on your character, and watched as certain personalities on Fox have questioned your loyalty. I note that you have shed blood for America, and we owe you an immense debt of gratitude. I hope no one on this committee will become part of those vicious attacks."
"14","Adam Schiff: (08:42) Today’s witnesses, like those who testified last week, are here because they were subpoenaed to appear, not because they are for or against impeachment. That question is for Congress, not the fact witnesses. If the President abused his power and invited foreign interference in our elections, if he sought to condition, coerce, extort, or bribe an ally into conducting investigations to aid his reelection campaign and did so by withholding official acts, a White House meeting or hundreds of millions of dollars of needed military aid, it will be up to us to decide whether those acts are compatible with the office of the Presidency.","Adam Schiff","08:42","Today’s witnesses, like those who testified last week, are here because they were subpoenaed to appear, not because they are for or against impeachment. That question is for Congress, not the fact witnesses. If the President abused his power and invited foreign interference in our elections, if he sought to condition, coerce, extort, or bribe an ally into conducting investigations to aid his reelection campaign and did so by withholding official acts, a White House meeting or hundreds of millions of dollars of needed military aid, it will be up to us to decide whether those acts are compatible with the office of the Presidency."
"15","Adam Schiff: (09:24) I now recognize ranking member Nunes for any remarks he’d like to make.","Adam Schiff","09:24","I now recognize ranking member Nunes for any remarks he’d like to make."
"16","Devin Nunes: (00:00) Thanks, gentlemen. I’d like to address a few brief words to the American people watching at home. If you watched the impeachment hearings last week, you may have noticed a disconnect between what you actually saw and the mainstream media accounts describing it. When you saw three diplomats who disliked President Trump’s Ukraine policy discussing secondhand and third-hand conversations about their objections with the Trump policy. Meanwhile, they admitted they had not talked to the President about these matters and they were unable to identify any crime or impeachable offense the President committed.","Devin Nunes","00:00","Thanks, gentlemen. I’d like to address a few brief words to the American people watching at home. If you watched the impeachment hearings last week, you may have noticed a disconnect between what you actually saw and the mainstream media accounts describing it. When you saw three diplomats who disliked President Trump’s Ukraine policy discussing secondhand and third-hand conversations about their objections with the Trump policy. Meanwhile, they admitted they had not talked to the President about these matters and they were unable to identify any crime or impeachable offense the President committed."
"17","Devin Nunes: (00:39) But what you read in the press were accounts of shocking, damning, and explosive testimony that fully supports the Democrats accusations. If these accounts have a familiar ring, it’s because this is the same preposterous reporting the media offered for three years on the Russian hoax. On a nearly daily basis, the top news outlets in America reported breathlessly on the newest bombshell revelations showing that President Trump and everyone surrounding him were Russian agents. It really wasn’t long ago that we were reading these headlines. From CNN, “Congress Investigating Russian Investment Fund Ties to Trump Officials.” This was false.","Devin Nunes","00:39","But what you read in the press were accounts of shocking, damning, and explosive testimony that fully supports the Democrats accusations. If these accounts have a familiar ring, it’s because this is the same preposterous reporting the media offered for three years on the Russian hoax. On a nearly daily basis, the top news outlets in America reported breathlessly on the newest bombshell revelations showing that President Trump and everyone surrounding him were Russian agents. It really wasn’t long ago that we were reading these headlines. From CNN, “Congress Investigating Russian Investment Fund Ties to Trump Officials.” This was false."
"18","Devin Nunes: (01:25) New York Times, “Trump Campaign Aides Had Repeated contacts with Russian Intelligence.” Also, false. “Slate was a Trump Server Communicating with Russia.” This was false. New York Magazine, “Will Trump Be Meeting with His Counterpart or His Handler?” This was false. The Guardian, “Manafort Held Secret Talks with Assange in Ecuadorian Embassy.” Also, false. Buzzfeed, “President Trump Directed His Attorney to Lie to Congress About the Moscow Tower Project.” All of these were false. There was no objectivity or fairness in the media’s Russia stories, just as a fevered rush to tarnish and remove a President who refuses to pretend that the media are something different from what they really are, puppets of the Democratic party.","Devin Nunes","01:25","New York Times, “Trump Campaign Aides Had Repeated contacts with Russian Intelligence.” Also, false. “Slate was a Trump Server Communicating with Russia.” This was false. New York Magazine, “Will Trump Be Meeting with His Counterpart or His Handler?” This was false. The Guardian, “Manafort Held Secret Talks with Assange in Ecuadorian Embassy.” Also, false. Buzzfeed, “President Trump Directed His Attorney to Lie to Congress About the Moscow Tower Project.” All of these were false. There was no objectivity or fairness in the media’s Russia stories, just as a fevered rush to tarnish and remove a President who refuses to pretend that the media are something different from what they really are, puppets of the Democratic party."
"19","Devin Nunes: (02:23) With their bias misreporting on the Russia hoax, the media lost confidence of millions of Americans, and because they refuse to acknowledge how badly they botched the story, they’ve learned no lessons and simply expect Americans will believe them as they try to stoke yet another partisan frenzy. In previous hearings, I’ve outlined three questions the Democrats in the media don’t want asked or answered. Instead of shedding light on these crucial questions, the media are trying to smother and dismiss them. Those questions start with, what is the full extent of the Democrats’ prior coordination with the whistleblower, and who else did the whistleblower coordinate this effort with?","Devin Nunes","02:23","With their bias misreporting on the Russia hoax, the media lost confidence of millions of Americans, and because they refuse to acknowledge how badly they botched the story, they’ve learned no lessons and simply expect Americans will believe them as they try to stoke yet another partisan frenzy. In previous hearings, I’ve outlined three questions the Democrats in the media don’t want asked or answered. Instead of shedding light on these crucial questions, the media are trying to smother and dismiss them. Those questions start with, what is the full extent of the Democrats’ prior coordination with the whistleblower, and who else did the whistleblower coordinate this effort with?"
"20","Devin Nunes: (03:06) The media have fully accepted the Democrats stunning reversal on the need for the whistleblower to testify to this committee. When the Democrats were insisting on his testimony, the media wanted it too, but things have changed since it became clear the whistleblower would have to answer problematic questions that include these. What was the full extent of the whistleblowers’ prior coordination with Chairman Schiff, his staff, and any other people he cooperated with while preparing the complaint? What are the whistleblowers’ political biases and connections to Democratic politicians? How does the whistleblower explain the inaccuracies in the complaint?","Devin Nunes","03:06","The media have fully accepted the Democrats stunning reversal on the need for the whistleblower to testify to this committee. When the Democrats were insisting on his testimony, the media wanted it too, but things have changed since it became clear the whistleblower would have to answer problematic questions that include these. What was the full extent of the whistleblowers’ prior coordination with Chairman Schiff, his staff, and any other people he cooperated with while preparing the complaint? What are the whistleblowers’ political biases and connections to Democratic politicians? How does the whistleblower explain the inaccuracies in the complaint?"
"21","Devin Nunes: (03:51) What contact did the whistleblower have with the media, which appears to be ongoing? What are the sources of the whistleblowers’ information? Who else did he talk to and was the whistleblower prohibited by law from receiving or conveying any of that information? The media have joined the Democrats in dismissing the importance of cross-examining this crucial witness. Now that the whistleblower has successfully kickstarted impeachment, he has disappeared from the story, as if the Democrats put the whistleblower in their own witness protection program. My second question, what was the full extent of Ukraine’s election meddling against the Trump campaign?","Devin Nunes","03:51","What contact did the whistleblower have with the media, which appears to be ongoing? What are the sources of the whistleblowers’ information? Who else did he talk to and was the whistleblower prohibited by law from receiving or conveying any of that information? The media have joined the Democrats in dismissing the importance of cross-examining this crucial witness. Now that the whistleblower has successfully kickstarted impeachment, he has disappeared from the story, as if the Democrats put the whistleblower in their own witness protection program. My second question, what was the full extent of Ukraine’s election meddling against the Trump campaign?"
"22","Devin Nunes: (04:37) In these depositions and hearings, Republicans have cited numerous indications of Ukraine meddling in the 2016 elections to oppose the Trump campaign. Many of these instances were reported, including the posting of many primary source documents by veteran investigative journalist, John Solomon. Since the Democrats switched from Russia to Ukraine for their impeachment crusade, Solomon’s reporting on Burisma, Hunter Biden and Ukraine election meddling has become inconvenient for the Democratic narrative, and so the media is furiously smearing and libeling Solomon. In fact, the publication, The Hill, told its staff yesterday it would conduct a review of Solomon’s Ukraine reporting.","Devin Nunes","04:37","In these depositions and hearings, Republicans have cited numerous indications of Ukraine meddling in the 2016 elections to oppose the Trump campaign. Many of these instances were reported, including the posting of many primary source documents by veteran investigative journalist, John Solomon. Since the Democrats switched from Russia to Ukraine for their impeachment crusade, Solomon’s reporting on Burisma, Hunter Biden and Ukraine election meddling has become inconvenient for the Democratic narrative, and so the media is furiously smearing and libeling Solomon. In fact, the publication, The Hill, told its staff yesterday it would conduct a review of Solomon’s Ukraine reporting."
"23","Devin Nunes: (05:23) Coincidentally, the decision comes just three days after a Democrat on this committee told a Hill writer that she would stop speaking to The Hill because it had run Solomon’s stories and she urged the writer to relay her concerns to Hills’ management. So now that Solomon’s reporting is a problem for the Democrats, it’s a problem for the media as well. I’d like to submit for the record, John Solomon’s October 31st story entitled, Debunking Some of Ukraine Scandal Myths About Biden and Election Interference. I encourage viewers today to read this story and draw your own conclusions about the evidence Solomon has gathered. I ask unanimous consent that we put this into the record, Mr. Chair?","Devin Nunes","05:23","Coincidentally, the decision comes just three days after a Democrat on this committee told a Hill writer that she would stop speaking to The Hill because it had run Solomon’s stories and she urged the writer to relay her concerns to Hills’ management. So now that Solomon’s reporting is a problem for the Democrats, it’s a problem for the media as well. I’d like to submit for the record, John Solomon’s October 31st story entitled, Debunking Some of Ukraine Scandal Myths About Biden and Election Interference. I encourage viewers today to read this story and draw your own conclusions about the evidence Solomon has gathered. I ask unanimous consent that we put this into the record, Mr. Chair?"
"24","Adam Schiff: (06:15) Without objection.","Adam Schiff","06:15","Without objection."
"25","Devin Nunes: (06:18) The concerted campaign by the media to discredit and disown some of their own colleagues is shocking. And we see it again in the sudden denunciations of New York Times reporter, Ken Vogel, as a conspiracy theorist after he covered similar issues, including a 2017 political piece entitled, Ukrainian Efforts to Sabotage Trump Backfire. My third question, why did Burisma hire Hunter Biden? What did he do for them and did his position affect any US government actions under the Obama administration? We have now heard testimony from the Democrats’ own witnesses that diplomats were concerned about a conflict of interest involving Hunter Biden.","Devin Nunes","06:18","The concerted campaign by the media to discredit and disown some of their own colleagues is shocking. And we see it again in the sudden denunciations of New York Times reporter, Ken Vogel, as a conspiracy theorist after he covered similar issues, including a 2017 political piece entitled, Ukrainian Efforts to Sabotage Trump Backfire. My third question, why did Burisma hire Hunter Biden? What did he do for them and did his position affect any US government actions under the Obama administration? We have now heard testimony from the Democrats’ own witnesses that diplomats were concerned about a conflict of interest involving Hunter Biden."
"26","Devin Nunes: (07:06) That’s because he had secured a well paid position, despite having no qualifications on the board of a corrupt Ukrainian company, while his father was Vice President charged with overseeing Ukrainian issues. After trying out several different accusations against President Trump, the Democrats have recently settled on bribery. According to widespread reports, they replaced their quid pro quo allegation because it wasn’t polling well. But if the Democrats in the media are suddenly so deeply concerned about bribery, you would think they would take some interest in Burisma paying Hunter Biden $83,000 a month, and you think they would be interested in Joe Biden threatening to withhold US loan guarantees unless the Ukrainians fired a prosecutor who was investigating Burisma.","Devin Nunes","07:06","That’s because he had secured a well paid position, despite having no qualifications on the board of a corrupt Ukrainian company, while his father was Vice President charged with overseeing Ukrainian issues. After trying out several different accusations against President Trump, the Democrats have recently settled on bribery. According to widespread reports, they replaced their quid pro quo allegation because it wasn’t polling well. But if the Democrats in the media are suddenly so deeply concerned about bribery, you would think they would take some interest in Burisma paying Hunter Biden $83,000 a month, and you think they would be interested in Joe Biden threatening to withhold US loan guarantees unless the Ukrainians fired a prosecutor who was investigating Burisma."
"27","Devin Nunes: (08:03) That would be a textbook example of bribery. The media, of course, are free to act as Democrat puppets, and they’re free to lurch from the Russia hoax to the Ukraine hoax at the direction of their puppet masters. But they cannot reasonably expect to do so without alienating half the country who voted for the President they’re trying to expel. Americans have learned to recognize fake news when they see it, and if the mainstream press won’t give it to them straight, they’ll go elsewhere to find it, which is exactly what the American people are doing. With that, I yield back.","Devin Nunes","08:03","That would be a textbook example of bribery. The media, of course, are free to act as Democrat puppets, and they’re free to lurch from the Russia hoax to the Ukraine hoax at the direction of their puppet masters. But they cannot reasonably expect to do so without alienating half the country who voted for the President they’re trying to expel. Americans have learned to recognize fake news when they see it, and if the mainstream press won’t give it to them straight, they’ll go elsewhere to find it, which is exactly what the American people are doing. With that, I yield back."
"28","J. Williams: (00:00) Thank you Chairman Schiff, ranking member Nunez and other members of the committee for the opportunity to provide this statement. I appear today pursuant to a subpoena and I’m prepared to answer your questions to the best of my abilities.","J. Williams","00:00","Thank you Chairman Schiff, ranking member Nunez and other members of the committee for the opportunity to provide this statement. I appear today pursuant to a subpoena and I’m prepared to answer your questions to the best of my abilities."
"29","J. Williams: (00:14) I have had the privilege of working as a foreign service officer for nearly 14 years, working for three different presidential administrations, two Republican and one Democratic. I joined the State Department in 2006 after serving in the Department of Homeland Security under Secretary Michael Chertoff. It was with great pride and conviction that I swore an oath to uphold and defend the constitution administered by a personal hero of mine, former Secretary of State Condoleezza Rice. As a career officer, I am committed to serving the American people and advancing American interests abroad in support of the president’s foreign policy objectives. I have been inspired and encouraged in that journey by the thousands of other dedicated public servants who I’m proud to call colleagues across the foreign service, civil service, military and federal law enforcement agencies.","J. Williams","00:14","I have had the privilege of working as a foreign service officer for nearly 14 years, working for three different presidential administrations, two Republican and one Democratic. I joined the State Department in 2006 after serving in the Department of Homeland Security under Secretary Michael Chertoff. It was with great pride and conviction that I swore an oath to uphold and defend the constitution administered by a personal hero of mine, former Secretary of State Condoleezza Rice. As a career officer, I am committed to serving the American people and advancing American interests abroad in support of the president’s foreign policy objectives. I have been inspired and encouraged in that journey by the thousands of other dedicated public servants who I’m proud to call colleagues across the foreign service, civil service, military and federal law enforcement agencies."
"30","J. Williams: (01:08) I have served overseas tours in Kingston, Jamaica; Beirut, Lebanon; and London, United Kingdom. I have worked to implement humanitarian assistance programs to serve millions of victims of the Syria conflict, and served as an advisor on middle East issues to the Deputy Secretary of State. And this spring, it was the greatest honor of my career to be asked to serve as a special advisor to the Vice President for Europe and Russia.","J. Williams","01:08","I have served overseas tours in Kingston, Jamaica; Beirut, Lebanon; and London, United Kingdom. I have worked to implement humanitarian assistance programs to serve millions of victims of the Syria conflict, and served as an advisor on middle East issues to the Deputy Secretary of State. And this spring, it was the greatest honor of my career to be asked to serve as a special advisor to the Vice President for Europe and Russia."
"31","J. Williams: (01:34) Over the past eight months I have been privileged to work with the dedicated and capable men and women of the office of the Vice President to advance the administration’s agenda. I have also worked closely with talented and committed colleagues at the National Security Council, State Department, Department of Defense, and other agencies to advance and promote U.S. foreign policy objectives. In this capacity I have advised and prepared the Vice President for engagements related to Ukraine. As you are aware, on November 7th I appeared before the committee for a closed door deposition pursuant to a subpoena.","J. Williams","01:34","Over the past eight months I have been privileged to work with the dedicated and capable men and women of the office of the Vice President to advance the administration’s agenda. I have also worked closely with talented and committed colleagues at the National Security Council, State Department, Department of Defense, and other agencies to advance and promote U.S. foreign policy objectives. In this capacity I have advised and prepared the Vice President for engagements related to Ukraine. As you are aware, on November 7th I appeared before the committee for a closed door deposition pursuant to a subpoena."
"32","J. Williams: (02:12) I would like to take this opportunity to briefly summarize my recollection of some of the events I expect the committee may ask me about.","J. Williams","02:12","I would like to take this opportunity to briefly summarize my recollection of some of the events I expect the committee may ask me about."
"33","J. Williams: (02:21) On April 21st, Volodymyr Zelensky won the Ukrainian presidential election. On April 23rd, the Vice President called to congratulate President-elect Zelensky. During the call, which I participated in, the Vice President accepted an invitation to attend President-elect Zelensky’s upcoming inauguration, providing that the scheduling worked out. The Vice President had only a narrow window of availability at the end of May and the Ukrainian parliament would not meet to set a date for the inauguration until after May 14th. As a result, we did not expect to know whether the Vice President would be, could attend until May 14th at the earliest and we made only preliminary trip preparations in early May. On May 13th, an assistant to the Vice President’s Chief of Staff called and informed me that President Trump had decided that the Vice President would not attend the inauguration in Ukraine.","J. Williams","02:21","On April 21st, Volodymyr Zelensky won the Ukrainian presidential election. On April 23rd, the Vice President called to congratulate President-elect Zelensky. During the call, which I participated in, the Vice President accepted an invitation to attend President-elect Zelensky’s upcoming inauguration, providing that the scheduling worked out. The Vice President had only a narrow window of availability at the end of May and the Ukrainian parliament would not meet to set a date for the inauguration until after May 14th. As a result, we did not expect to know whether the Vice President would be, could attend until May 14th at the earliest and we made only preliminary trip preparations in early May. On May 13th, an assistant to the Vice President’s Chief of Staff called and informed me that President Trump had decided that the Vice President would not attend the inauguration in Ukraine."
